--------------------------------------------------------------------------------
TIMESTAMP: 05:34:50.279 PM 28-Jun-2022
PARAMS:
  population 0
  wiggle-angle 45
  look-ahead 1
  sniff-threshold 0.9
  sniff-angle 45
  chemical-drop 3
  diffuse-share 1
  evaporation-rate 0.95
  cluster-threshold 25
  cluster-radius 10
  learning-turtles 50
  ticks-per-episode 500
  episodes 1500
  learning-rate 0.1
  discount-factor 0.9
  reward 100
  penalty -1
  e-greedy 0.5 0.9
ACTION SPACE: move-toward-chemical random-walk move-and-drop walk-and-drop drop-chemical
OBSERVATION SPACE: chemical-here in-cluster
REWARD: rewardFunc8
--------------------------------------------------------------------------------
Episode, Tick, Avg cluster size X tick, Avg reward X episode, move-toward-chemical, random-walk, move-and-drop, walk-and-drop, drop-chemical
385, 192299, 0, 0, 6774, 2676, 1588, 3435, 527
385, 192399, 0, 0, 8768, 3763, 2116, 4770, 583
385, 192499, 29.125, 0, 10700, 4621, 2838, 5962, 879
386, 192599, 0, 0, 2683, 644, 534, 916, 223
386, 192699, 0, 0, 4830, 1562, 1122, 2127, 359
386, 192799, 27, 0, 7090, 2480, 1702, 3245, 483
386, 192899, 34.74285714285714, 0, 9120, 3086, 2755, 4035, 1004
386, 192999, 29.666666666666668, 0, 11208, 3586, 3902, 4632, 1672
387, 193099, 0, 0, 2558, 789, 463, 976, 214
387, 193199, 27, 0, 4609, 1869, 992, 2197, 333
387, 193299, 33.42857142857143, 0, 6493, 2819, 1866, 3273, 549
387, 193399, 37.05128205128205, 0, 8196, 3353, 3472, 3898, 1081
387, 193499, 30.5, 0, 9994, 3777, 5069, 4449, 1711
388, 193599, 0, 0, 2507, 643, 579, 944, 327
388, 193699, 0, 0, 4539, 1544, 1155, 2187, 575
388, 193799, 0, 0, 6577, 2479, 1731, 3374, 839
388, 193899, 30.464285714285715, 0, 8696, 3373, 2324, 4432, 1175
388, 193999, 30.533333333333335, 0, 10705, 3969, 3255, 5124, 1947
389, 194099, 0, 0, 2712, 606, 513, 826, 343
389, 194199, 0, 0, 5051, 1391, 1073, 1896, 589
389, 194299, 0, 0, 7427, 2226, 1659, 2898, 790
389, 194399, 0, 0, 9700, 3138, 2223, 3974, 965
389, 194499, 0, 0, 11780, 4165, 2790, 5155, 1110
390, 194599, 0, 0, 2614, 725, 508, 879, 274
390, 194699, 27.272727272727273, 0, 4844, 1620, 1090, 1963, 483
390, 194799, 32.3, 0, 6618, 2153, 2414, 2675, 1140
390, 194899, 32.64705882352941, 0, 8293, 2622, 3876, 3298, 1911
390, 194999, 35.26086956521739, 0, 10190, 3001, 5407, 3768, 2634
391, 195099, 0, 0, 2675, 665, 532, 863, 265
391, 195199, 0, 0, 4823, 1587, 1147, 1983, 460
391, 195299, 0, 0, 6834, 2591, 1709, 3195, 671
391, 195399, 0, 0, 8953, 3545, 2278, 4291, 933
391, 195499, 0, 0, 10977, 4544, 2870, 5526, 1083
392, 195599, 26, 0, 2799, 701, 503, 779, 218
392, 195699, 27.25, 0, 4893, 1639, 1092, 1984, 392
392, 195799, 44.95744680851064, 0, 6853, 2121, 2530, 2487, 1009
392, 195899, 43.06666666666667, 0, 8719, 2533, 4057, 2936, 1755
392, 195999, 34.26315789473684, 0, 10605, 2939, 5553, 3450, 2453
393, 196099, 0, 0, 2629, 737, 533, 852, 249
393, 196199, 0, 0, 4990, 1594, 1091, 1865, 460
393, 196299, 26, 0, 7175, 2493, 1713, 2945, 674
393, 196399, 0, 0, 9146, 3371, 2417, 4057, 1009
393, 196499, 27, 0, 11042, 4368, 3085, 5221, 1284
394, 196599, 0, 0, 2572, 777, 507, 868, 276
394, 196699, 0, 0, 4752, 1757, 1051, 1968, 472
394, 196799, 26, 0, 7019, 2684, 1652, 2974, 671
394, 196899, 32.1875, 0, 9128, 3256, 2755, 3790, 1071
394, 196999, 30.375, 0, 11000, 3828, 4044, 4613, 1515
395, 197099, 0, 0, 2595, 808, 424, 973, 200
395, 197199, 0, 0, 4727, 1804, 959, 2163, 347
395, 197299, 0, 0, 6802, 2847, 1500, 3318, 533
395, 197399, 29.448275862068964, 0, 9045, 3693, 2129, 4303, 830
395, 197499, 30, 0, 11236, 4286, 3165, 4919, 1394
396, 197599, 0, 0, 2505, 839, 543, 816, 297
396, 197699, 26, 0, 4596, 1872, 1108, 1921, 503
396, 197799, 0, 0, 6541, 2975, 1665, 3044, 775
396, 197899, 0, 0, 8574, 4094, 2191, 4212, 929
396, 197999, 0, 0, 10517, 5160, 2727, 5416, 1180
397, 198099, 0, 0, 2611, 806, 432, 946, 205
397, 198199, 28.181818181818183, 0, 4681, 1765, 1034, 2089, 431
397, 198299, 30.82758620689655, 0, 6333, 2525, 2183, 2982, 977
397, 198399, 32.46875, 0, 8067, 3154, 3561, 3657, 1561
397, 198499, 30.692307692307693, 0, 9922, 3675, 4959, 4222, 2222
398, 198599, 0, 0, 2871, 709, 477, 673, 270
398, 198699, 33.15151515151515, 0, 5156, 1521, 1218, 1350, 755
398, 198799, 37.56410256410256, 0, 7358, 2054, 2372, 1821, 1395
398, 198899, 40.46341463414634, 0, 9270, 2526, 3747, 2292, 2165
398, 198999, 32.4, 0, 11101, 3018, 5258, 2753, 2870
399, 199099, 0, 0, 2629, 771, 390, 989, 221
399, 199199, 0, 0, 4820, 1712, 933, 2152, 383
399, 199299, 0, 0, 6840, 2792, 1493, 3325, 550
399, 199399, 36.416666666666664, 0, 8926, 3397, 2567, 3918, 1192
399, 199499, 34.714285714285715, 0, 10832, 3879, 4075, 4342, 1872
400, 199599, 0, 0, 2590, 808, 432, 918, 252
400, 199699, 0, 0, 4597, 1794, 1080, 2054, 475
400, 199799, 30.483870967741936, 0, 6636, 2641, 1989, 2938, 796
400, 199899, 30.17241379310345, 0, 8625, 3328, 3278, 3545, 1224
400, 199999, 28.166666666666668, 0, 10609, 4041, 4607, 4047, 1696
401, 200099, 0, 0, 2554, 719, 624, 805, 298
401, 200199, 0, 0, 4544, 1761, 1239, 1933, 523
401, 200299, 27.142857142857142, 0, 6467, 2783, 1963, 3013, 774
401, 200399, 27.863636363636363, 0, 8256, 3824, 2648, 4102, 1170
401, 200499, 28.333333333333332, 0, 10241, 4897, 3284, 5133, 1445
402, 200599, 0, 0, 2597, 610, 722, 784, 287
402, 200699, 0, 0, 4779, 1559, 1383, 1779, 500
402, 200799, 0, 0, 6802, 2603, 2030, 2864, 701
402, 200899, 0, 0, 8815, 3647, 2668, 3963, 907
402, 200999, 0, 0, 10878, 4664, 3331, 5020, 1107
403, 201099, 27, 0, 2357, 773, 629, 891, 350
403, 201199, 26.7, 0, 4072, 1926, 1254, 1975, 773
403, 201299, 28.923076923076923, 0, 5739, 3011, 1947, 3098, 1205
403, 201399, 27.692307692307693, 0, 7464, 4210, 2564, 4277, 1485
403, 201499, 29.25, 0, 9140, 5126, 3524, 5256, 1954
404, 201599, 0, 0, 2574, 645, 634, 881, 266
404, 201699, 30.73076923076923, 0, 4439, 1583, 1422, 1917, 639
404, 201799, 34.94117647058823, 0, 5965, 2248, 2943, 2500, 1344
404, 201899, 40.926829268292686, 0, 7457, 2963, 4396, 3002, 2182
404, 201999, 35.22222222222222, 0, 8781, 3635, 5965, 3513, 3106
405, 202099, 0, 0, 2547, 698, 615, 857, 283
405, 202199, 0, 0, 4758, 1671, 1186, 1847, 538
405, 202299, 0, 0, 6805, 2704, 1733, 2969, 789
405, 202399, 0, 0, 8727, 3734, 2356, 4141, 1042
405, 202499, 0, 0, 10665, 4800, 2922, 5257, 1356
406, 202599, 0, 0, 2733, 579, 610, 793, 285
406, 202699, 0, 0, 5183, 1306, 1202, 1766, 543
406, 202799, 0, 0, 7309, 2295, 1790, 2769, 837
406, 202899, 26.6, 0, 9245, 3367, 2376, 3878, 1134
406, 202999, 0, 0, 11266, 4404, 2925, 5018, 1387
407, 203099, 0, 0, 2660, 646, 528, 844, 322
407, 203199, 31.37037037037037, 0, 4574, 1708, 1074, 1986, 658
407, 203299, 38.1578947368421, 0, 6429, 2393, 2246, 2616, 1316
407, 203399, 36.6, 0, 8361, 2999, 3688, 3116, 1836
407, 203499, 30.875, 0, 10168, 3638, 5137, 3656, 2401
408, 203599, 0, 0, 2234, 693, 527, 1007, 539
408, 203699, 0, 0, 4178, 1555, 1009, 2188, 1070
408, 203799, 0, 0, 6034, 2539, 1492, 3388, 1547
408, 203899, 0, 0, 7857, 3513, 2004, 4600, 2026
408, 203999, 0, 0, 9734, 4519, 2488, 5752, 2507
409, 204099, 0, 0, 2221, 799, 536, 955, 489
409, 204199, 27.428571428571427, 0, 3944, 1834, 1038, 2097, 1087
409, 204299, 31.933333333333334, 0, 5431, 2784, 1951, 3014, 1820
409, 204399, 34.611111111111114, 0, 6938, 3540, 3228, 3821, 2473
409, 204499, 30.5, 0, 8462, 4149, 4669, 4624, 3096
410, 204599, 0, 0, 2342, 689, 579, 939, 451
410, 204699, 0, 0, 4263, 1608, 1091, 2106, 932
410, 204799, 0, 0, 6399, 2466, 1623, 3072, 1440
410, 204899, 0, 0, 8395, 3403, 2159, 4122, 1921
410, 204999, 0, 0, 10418, 4298, 2663, 5294, 2327
411, 205099, 0, 0, 2394, 733, 556, 934, 383
411, 205199, 0, 0, 4723, 1551, 1085, 1882, 759
411, 205299, 27.526315789473685, 0, 6760, 2399, 1669, 3011, 1161
411, 205399, 33.54545454545455, 0, 8557, 3187, 2841, 3658, 1757
411, 205499, 29.833333333333332, 0, 10009, 4082, 4138, 4301, 2470
412, 205599, 0, 0, 2239, 735, 536, 1037, 453
412, 205699, 28.51851851851852, 0, 3891, 1519, 1377, 2084, 1129
412, 205799, 0, 0, 5717, 2492, 1932, 3217, 1642
412, 205899, 0, 0, 7669, 3475, 2423, 4315, 2118
412, 205999, 0, 0, 9603, 4425, 2901, 5463, 2608
413, 206099, 0, 0, 2321, 743, 460, 1016, 460
413, 206199, 0, 0, 4067, 1729, 917, 2309, 978
413, 206299, 0, 0, 6019, 2696, 1354, 3487, 1444
413, 206399, 0, 0, 7897, 3626, 1824, 4718, 1935
413, 206499, 0, 0, 9725, 4592, 2293, 5942, 2448
414, 206599, 0, 0, 2338, 762, 448, 946, 506
414, 206699, 0, 0, 4140, 1791, 846, 2188, 1035
414, 206799, 0, 0, 6092, 2750, 1255, 3358, 1545
414, 206899, 0, 0, 8048, 3699, 1648, 4561, 2044
414, 206999, 0, 0, 9959, 4663, 2000, 5781, 2597
415, 207099, 0, 0, 2393, 739, 469, 910, 489
415, 207199, 0, 0, 4457, 1621, 926, 1986, 1010
415, 207299, 0, 0, 6484, 2543, 1400, 3055, 1518
415, 207399, 0, 0, 8460, 3482, 1931, 4201, 1926
415, 207499, 0, 0, 10302, 4411, 2511, 5463, 2313
416, 207599, 0, 0, 2244, 770, 583, 1020, 383
416, 207699, 0, 0, 4119, 1764, 1106, 2253, 758
416, 207799, 26, 0, 6028, 2795, 1616, 3412, 1149
416, 207899, 27.53846153846154, 0, 7689, 3891, 2230, 4660, 1530
416, 207999, 27.833333333333332, 0, 9139, 4859, 3140, 5826, 2036
417, 208099, 0, 0, 2259, 773, 568, 1003, 397
417, 208199, 0, 0, 4168, 1712, 1087, 2255, 778
417, 208299, 0, 0, 5987, 2728, 1600, 3508, 1177
417, 208399, 0, 0, 7980, 3669, 2118, 4654, 1579
417, 208499, 0, 0, 9868, 4662, 2615, 5871, 1984
418, 208599, 0, 0, 2426, 661, 645, 867, 401
418, 208699, 26, 0, 4472, 1554, 1209, 1970, 795
418, 208799, 27.27777777777778, 0, 6113, 2459, 1809, 3224, 1395
418, 208899, 32.53333333333333, 0, 7303, 3333, 2777, 4366, 2221
418, 208999, 28.53846153846154, 0, 8590, 4160, 3829, 5333, 3088
419, 209099, 0, 0, 2194, 852, 764, 962, 228
419, 209199, 0, 0, 3913, 1952, 1526, 2228, 381
419, 209299, 0, 0, 5585, 3056, 2329, 3492, 538
419, 209399, 0, 0, 7422, 4064, 3106, 4736, 672
419, 209499, 0, 0, 9241, 5120, 3918, 5908, 813
420, 209599, 0, 0, 2291, 738, 847, 923, 201
420, 209699, 0, 0, 4221, 1787, 1621, 1982, 389
420, 209799, 0, 0, 6047, 2846, 2416, 3140, 551
420, 209899, 32.43333333333333, 0, 7724, 3770, 3416, 4157, 933
420, 209999, 29.545454545454547, 0, 9485, 4533, 4684, 4884, 1414
421, 210099, 0, 0, 2413, 641, 846, 874, 226
421, 210199, 0, 0, 4361, 1518, 1663, 2088, 370
421, 210299, 27, 0, 6256, 2501, 2440, 3228, 575
421, 210399, 26, 0, 8188, 3476, 3248, 4292, 796
421, 210499, 29.666666666666668, 0, 9656, 4534, 4259, 5328, 1223
422, 210599, 0, 0, 2411, 746, 744, 927, 172
422, 210699, 0, 0, 4241, 1779, 1543, 2127, 310
422, 210799, 26.666666666666668, 0, 5938, 2850, 2431, 3283, 498
422, 210899, 31.607142857142858, 0, 7373, 3949, 3450, 4339, 889
422, 210999, 29.6, 0, 8804, 4699, 4970, 4926, 1601
423, 211099, 0, 0, 2383, 754, 761, 906, 196
423, 211199, 26, 0, 4435, 1639, 1562, 2023, 341
423, 211299, 28.807692307692307, 0, 6246, 2647, 2523, 2947, 637
423, 211399, 29.807692307692307, 0, 8136, 3368, 3923, 3410, 1163
423, 211499, 28.555555555555557, 0, 10008, 4093, 5319, 3961, 1619
424, 211599, 0, 0, 2433, 674, 824, 898, 171
424, 211699, 26, 0, 4387, 1624, 1677, 2027, 285
424, 211799, 26, 0, 6264, 2548, 2552, 3189, 447
424, 211899, 26.444444444444443, 0, 7971, 3476, 3472, 4423, 658
424, 211999, 26, 0, 9609, 4459, 4283, 5723, 926
425, 212099, 0, 0, 2267, 684, 839, 1043, 167
425, 212199, 26, 0, 4152, 1571, 1678, 2255, 344
425, 212299, 28.916666666666668, 0, 6112, 2432, 2585, 3291, 580
425, 212399, 30.766666666666666, 0, 7839, 3271, 3852, 3954, 1084
425, 212499, 28.6, 0, 9633, 4112, 5159, 4585, 1511
426, 212599, 0, 0, 2666, 537, 757, 840, 200
426, 212699, 28, 0, 4539, 1490, 1593, 2026, 352
426, 212799, 35.08571428571429, 0, 5908, 2176, 3119, 2920, 877
426, 212899, 39.51282051282051, 0, 7309, 2658, 4914, 3616, 1503
426, 212999, 34.421052631578945, 0, 8571, 3152, 6683, 4269, 2325
427, 213099, 26.666666666666668, 0, 2435, 879, 586, 892, 208
427, 213199, 29.966666666666665, 0, 4024, 1605, 1942, 1730, 699
427, 213299, 35.82857142857143, 0, 5694, 1934, 3815, 2197, 1360
427, 213399, 43.325581395348834, 0, 7172, 2250, 5731, 2693, 2154
427, 213499, 34.73913043478261, 0, 8499, 2663, 7493, 3293, 3052
428, 213599, 0, 0, 2352, 913, 470, 993, 272
428, 213699, 0, 0, 4223, 2061, 932, 2241, 543
428, 213799, 0, 0, 6145, 3216, 1413, 3466, 760
428, 213899, 0, 0, 8015, 4393, 1905, 4722, 965
428, 213999, 26.5, 0, 9792, 5423, 2572, 5891, 1322
429, 214099, 0, 0, 2203, 952, 480, 1128, 237
429, 214199, 0, 0, 3977, 2137, 975, 2547, 364
429, 214299, 26.90909090909091, 0, 5740, 3259, 1447, 4026, 528
429, 214399, 37.078947368421055, 0, 7326, 4127, 2561, 5071, 915
429, 214499, 31.666666666666668, 0, 8962, 4669, 4160, 5683, 1526
430, 214599, 0, 0, 2323, 976, 524, 970, 207
430, 214699, 0, 0, 4330, 2147, 999, 2205, 319
430, 214799, 0, 0, 6340, 3285, 1475, 3450, 450
430, 214899, 0, 0, 8427, 4337, 1958, 4699, 579
430, 214999, 0, 0, 10241, 5513, 2443, 6082, 721
431, 215099, 0, 0, 2565, 755, 487, 990, 203
431, 215199, 27.285714285714285, 0, 4419, 1826, 963, 2444, 348
431, 215299, 26.333333333333332, 0, 6014, 2938, 1552, 3808, 688
431, 215399, 33.666666666666664, 0, 7559, 4035, 2346, 5017, 1043
431, 215499, 31.75, 0, 9126, 4576, 4132, 5524, 1642
432, 215599, 0, 0, 2487, 900, 469, 943, 201
432, 215699, 0, 0, 4310, 2177, 853, 2301, 359
432, 215799, 26, 0, 6058, 3464, 1225, 3741, 512
432, 215899, 0, 0, 7816, 4655, 1616, 5232, 681
432, 215999, 0, 0, 9770, 5740, 1994, 6608, 888
433, 216099, 0, 0, 2378, 887, 409, 1068, 258
433, 216199, 26.571428571428573, 0, 4328, 1998, 831, 2349, 494
433, 216299, 31.6875, 0, 5942, 2773, 1907, 3176, 1202
433, 216399, 32.9375, 0, 7526, 3550, 3094, 3855, 1975
433, 216499, 30.363636363636363, 0, 9094, 4122, 4462, 4588, 2734
434, 216599, 0, 0, 2225, 923, 376, 1207, 269
434, 216699, 0, 0, 4144, 2033, 747, 2615, 461
434, 216799, 27, 0, 6115, 3148, 1169, 3956, 612
434, 216899, 26.5, 0, 7730, 4292, 1647, 5392, 939
434, 216999, 30.733333333333334, 0, 9210, 5038, 3017, 6125, 1610
435, 217099, 0, 0, 2253, 980, 387, 1191, 189
435, 217199, 0, 0, 3902, 2249, 758, 2745, 346
435, 217299, 0, 0, 5614, 3465, 1121, 4315, 485
435, 217399, 26, 0, 7342, 4751, 1495, 5786, 626
435, 217499, 0, 0, 9081, 5959, 1847, 7315, 798
436, 217599, 0, 0, 2460, 872, 406, 1033, 229
436, 217699, 0, 0, 4477, 1949, 792, 2408, 374
436, 217799, 0, 0, 6476, 3084, 1159, 3766, 515
436, 217899, 0, 0, 8258, 4271, 1519, 5294, 658
436, 217999, 0, 0, 10038, 5431, 1991, 6689, 851
437, 218099, 27, 0, 2336, 874, 425, 1158, 207
437, 218199, 28.96153846153846, 0, 3849, 1965, 1095, 2536, 555
437, 218299, 42.18604651162791, 0, 5403, 2402, 2683, 3257, 1255
437, 218399, 41.36363636363637, 0, 6824, 2827, 4453, 3803, 2093
437, 218499, 34.94736842105263, 0, 8168, 3302, 6217, 4357, 2956
438, 218599, 0, 0, 2401, 960, 481, 962, 196
438, 218699, 0, 0, 4327, 2089, 982, 2254, 348
438, 218799, 0, 0, 6208, 3285, 1488, 3533, 486
438, 218899, 31.24137931034483, 0, 7894, 4352, 2204, 4647, 903
438, 218999, 30.09090909090909, 0, 9628, 5117, 3367, 5338, 1550
439, 219099, 31.26923076923077, 0, 2610, 837, 517, 774, 262
439, 219199, 35.97142857142857, 0, 4147, 1501, 1903, 1630, 819
439, 219299, 37.90243902439025, 0, 5566, 2101, 3423, 2449, 1461
439, 219399, 42.67391304347826, 0, 6912, 2667, 5059, 3095, 2267
439, 219499, 33.09090909090909, 0, 8256, 3141, 6824, 3700, 3079
440, 219599, 0, 0, 2442, 826, 453, 1095, 184
440, 219699, 0, 0, 4379, 1889, 918, 2494, 320
440, 219799, 26, 0, 6224, 3071, 1398, 3880, 427
440, 219899, 0, 0, 7969, 4268, 1913, 5298, 552
440, 219999, 0, 0, 9674, 5503, 2359, 6799, 665
441, 220099, 0, 0, 2316, 860, 445, 1128, 251
441, 220199, 0, 0, 4176, 2052, 886, 2456, 430
441, 220299, 0, 0, 6054, 3179, 1324, 3855, 588
441, 220399, 26, 0, 7872, 4383, 1687, 5273, 785
441, 220499, 0, 0, 9579, 5629, 2094, 6737, 961
442, 220599, 0, 0, 2434, 808, 431, 1056, 271
442, 220699, 34.121212121212125, 0, 4093, 1642, 1420, 2107, 738
442, 220799, 33.81818181818182, 0, 5413, 2395, 2924, 2855, 1413
442, 220899, 34.30555555555556, 0, 6758, 3198, 4332, 3602, 2110
442, 220999, 31.736842105263158, 0, 8100, 3832, 5909, 4353, 2806
443, 221099, 28.27777777777778, 0, 2652, 865, 291, 920, 272
443, 221199, 40.2, 0, 4045, 1377, 1883, 1747, 948
443, 221299, 40.1, 0, 5428, 1689, 3647, 2544, 1692
443, 221399, 41.116279069767444, 0, 6826, 2108, 5423, 3220, 2423
443, 221499, 34.608695652173914, 0, 8208, 2567, 7199, 3866, 3160
444, 221599, 0, 0, 2414, 855, 287, 1147, 297
444, 221699, 0, 0, 4506, 1938, 529, 2444, 583
444, 221799, 0, 0, 6628, 2999, 696, 3805, 872
444, 221899, 0, 0, 8704, 4068, 910, 5153, 1165
444, 221999, 0, 0, 10893, 5144, 1111, 6412, 1440
445, 222099, 0, 0, 2846, 730, 290, 871, 263
445, 222199, 34.3235294117647, 0, 4582, 1340, 1648, 1585, 845
445, 222299, 37.60526315789474, 0, 6244, 1802, 3204, 2131, 1619
445, 222399, 38.2972972972973, 0, 7843, 2282, 4711, 2734, 2430
445, 222499, 30.666666666666668, 0, 9392, 2717, 6234, 3431, 3226
446, 222599, 0, 0, 2588, 857, 241, 1023, 291
446, 222699, 0, 0, 4807, 1916, 413, 2304, 560
446, 222799, 28.142857142857142, 0, 6620, 3077, 669, 3745, 889
446, 222899, 42.2, 0, 8135, 3720, 1992, 4685, 1468
446, 222999, 35.13636363636363, 0, 9525, 4145, 3734, 5360, 2236
447, 223099, 0, 0, 2618, 872, 251, 954, 305
447, 223199, 0, 0, 4780, 2018, 430, 2170, 602
447, 223299, 0, 0, 6991, 3157, 643, 3338, 871
447, 223399, 0, 0, 9012, 4438, 842, 4591, 1117
447, 223499, 26, 0, 11065, 5693, 1057, 5810, 1375
448, 223599, 0, 0, 2528, 915, 319, 961, 277
448, 223699, 0, 0, 4489, 2087, 633, 2275, 516
448, 223799, 0, 0, 6521, 3281, 881, 3587, 730
448, 223899, 26, 0, 8447, 4519, 1164, 4923, 947
448, 223999, 0, 0, 10298, 5733, 1465, 6264, 1240
449, 224099, 0, 0, 2540, 947, 290, 1008, 215
449, 224199, 0, 0, 4498, 2176, 554, 2353, 419
449, 224299, 0, 0, 6488, 3416, 806, 3662, 628
449, 224399, 26, 0, 8442, 4636, 1063, 4940, 919
449, 224499, 32.7, 0, 9936, 5388, 2234, 5995, 1447
450, 224599, 0, 0, 2413, 926, 292, 1052, 317
450, 224699, 0, 0, 4386, 2127, 577, 2317, 593
450, 224799, 0, 0, 6447, 3329, 835, 3569, 820
450, 224899, 0, 0, 8411, 4528, 1099, 4906, 1056
450, 224999, 26, 0, 10371, 5651, 1366, 6324, 1288
451, 225099, 0, 0, 2630, 862, 289, 927, 292
451, 225199, 27.142857142857142, 0, 4787, 1888, 580, 2123, 622
451, 225299, 30.379310344827587, 0, 6504, 2495, 1716, 2972, 1313
451, 225399, 32.43333333333333, 0, 8076, 3105, 3118, 3714, 1987
451, 225499, 29.8, 0, 9670, 3595, 4647, 4412, 2676
452, 225599, 26.866666666666667, 0, 2525, 776, 337, 953, 409
452, 225699, 33.03030303030303, 0, 4287, 1515, 1415, 1773, 1010
452, 225799, 33.22857142857143, 0, 5922, 2114, 2863, 2368, 1733
452, 225899, 36.97435897435897, 0, 7474, 2695, 4398, 2877, 2556
452, 225999, 31.5625, 0, 8953, 3184, 6052, 3378, 3433
453, 226099, 0, 0, 2543, 710, 483, 1019, 245
453, 226199, 0, 0, 4505, 1669, 935, 2400, 491
453, 226299, 0, 0, 6422, 2778, 1340, 3755, 705
453, 226399, 26.8, 0, 8318, 3802, 1822, 5218, 840
453, 226499, 0, 0, 9961, 4748, 2416, 6675, 1200
454, 226599, 0, 0, 2251, 832, 555, 1108, 254
454, 226699, 0, 0, 4023, 1837, 1117, 2509, 514
454, 226799, 27.363636363636363, 0, 5763, 2878, 1675, 3925, 759
454, 226899, 0, 0, 7545, 3867, 2275, 5315, 998
454, 226999, 0, 0, 9438, 4928, 2849, 6587, 1198
455, 227099, 0, 0, 2411, 731, 581, 1047, 230
455, 227199, 0, 0, 4145, 1827, 1137, 2431, 460
455, 227299, 30.966666666666665, 0, 5793, 2780, 1860, 3747, 820
455, 227399, 41.93181818181818, 0, 7406, 3249, 3283, 4461, 1601
455, 227499, 35.291666666666664, 0, 8932, 3668, 5084, 4967, 2349
456, 227599, 0, 0, 2443, 776, 510, 1101, 170
456, 227699, 0, 0, 4312, 1717, 1169, 2496, 306
456, 227799, 0, 0, 6183, 2683, 1864, 3806, 464
456, 227899, 0, 0, 7843, 3740, 2628, 5127, 662
456, 227999, 31.8, 0, 9393, 4601, 3599, 6287, 1120
457, 228099, 0, 0, 2160, 831, 647, 1152, 210
457, 228199, 27.357142857142858, 0, 3854, 1832, 1349, 2521, 444
457, 228299, 29.14814814814815, 0, 5555, 2622, 2385, 3504, 934
457, 228399, 31.677419354838708, 0, 7404, 3328, 3574, 4232, 1462
457, 228499, 28.2, 0, 9160, 4101, 4754, 4980, 2005
458, 228599, 0, 0, 2298, 784, 620, 1103, 195
458, 228699, 0, 0, 4249, 1696, 1297, 2422, 336
458, 228799, 0, 0, 5957, 2742, 1959, 3853, 489
458, 228899, 36.72222222222222, 0, 7743, 3575, 2954, 4851, 877
458, 228999, 32.642857142857146, 0, 9349, 4036, 4793, 5284, 1538
459, 229099, 27, 0, 2496, 643, 690, 1043, 128
459, 229199, 29.44, 0, 4079, 1590, 1596, 2366, 369
459, 229299, 35.48571428571429, 0, 5950, 2190, 2999, 2972, 889
459, 229399, 38.275, 0, 7836, 2807, 4526, 3412, 1419
459, 229499, 35.5, 0, 9362, 3239, 6353, 3938, 2108
460, 229599, 0, 0, 2648, 709, 630, 943, 70
460, 229699, 30.551724137931036, 0, 4737, 1593, 1562, 1894, 214
460, 229799, 37.138888888888886, 0, 6293, 2202, 3199, 2518, 788
460, 229899, 37.578947368421055, 0, 7734, 2782, 4866, 3201, 1417
460, 229999, 33.27777777777778, 0, 9284, 3222, 6618, 3834, 2042
461, 230099, 0, 0, 2512, 797, 554, 1037, 100
461, 230199, 31.482758620689655, 0, 4411, 1729, 1353, 2255, 252
461, 230299, 35.457142857142856, 0, 5997, 2260, 3050, 2891, 802
461, 230399, 36.888888888888886, 0, 7540, 2759, 4823, 3525, 1353
461, 230499, 32.294117647058826, 0, 8915, 3172, 6877, 4074, 1962
462, 230599, 0, 0, 2466, 718, 648, 1077, 91
462, 230699, 27, 0, 4394, 1696, 1351, 2436, 123
462, 230799, 31.65625, 0, 5900, 2377, 2560, 3530, 633
462, 230899, 31.20689655172414, 0, 7390, 3046, 3807, 4498, 1259
462, 230999, 29.142857142857142, 0, 8935, 3733, 5026, 5433, 1873
463, 231099, 0, 0, 2462, 692, 641, 1125, 80
463, 231199, 0, 0, 4337, 1658, 1395, 2524, 86
463, 231299, 37.275, 0, 6087, 2428, 2452, 3634, 399
463, 231399, 38.13953488372093, 0, 7845, 3002, 3883, 4282, 988
463, 231499, 32.5, 0, 9638, 3513, 5397, 4848, 1604
464, 231599, 0, 0, 2505, 710, 668, 1036, 81
464, 231699, 27, 0, 4472, 1677, 1428, 2331, 92
464, 231799, 28.95, 0, 6166, 2569, 2493, 3457, 315
464, 231899, 32.28125, 0, 7983, 3286, 4014, 4028, 689
464, 231999, 28.666666666666668, 0, 9823, 3946, 5559, 4577, 1095
465, 232099, 0, 0, 2392, 820, 701, 1013, 74
465, 232199, 26, 0, 4286, 1826, 1522, 2267, 99
465, 232299, 0, 0, 6143, 2867, 2219, 3649, 122
465, 232399, 27.666666666666668, 0, 7966, 3889, 2894, 5056, 195
465, 232499, 34.46666666666667, 0, 9627, 4414, 4404, 5712, 843
466, 232599, 0, 0, 2282, 806, 644, 1149, 119
466, 232699, 34.4, 0, 3960, 1630, 1733, 2278, 399
466, 232799, 39.256410256410255, 0, 5568, 2084, 3481, 2918, 949
466, 232899, 38.61538461538461, 0, 7245, 2471, 5220, 3522, 1542
466, 232999, 33.1578947368421, 0, 8957, 2847, 6937, 4101, 2158
467, 233099, 26.5, 0, 2366, 750, 631, 1057, 196
467, 233199, 26.142857142857142, 0, 4128, 1761, 1278, 2332, 501
467, 233299, 32.75, 0, 5998, 2653, 2068, 3484, 797
467, 233399, 33.542857142857144, 0, 7857, 3036, 3459, 4264, 1384
