--------------------------------------------------------------------------------
TIMESTAMP: 10:15:09.592 PM 24-Jun-2022
PARAMS:
  population 0
  wiggle-angle 45
  look-ahead 1
  sniff-threshold 0.9
  sniff-angle 45
  chemical-drop 3
  diffuse-share 1
  evaporation-rate 0.95
  cluster-threshold 25
  cluster-radius 10
  learning-turtles 50
  ticks-per-episode 500
  episodes 1500
  learning-rate 0.1
  discount-factor 0.9
  reward 100
  penalty -1
  e-greedy 0.5 0.9
ACTION SPACE: move-toward-chemical random-walk drop-chemical
OBSERVATION SPACE: chemical-here in-cluster
REWARD: rewardFunc6
--------------------------------------------------------------------------------
Episode, Tick, Avg cluster size X tick, Avg reward X episode, move-toward-chemical, random-walk, drop-chemical
63, 31299, 0, 0, 6712, 3114, 5174
63, 31399, 0, 0, 9171, 3986, 6843
63, 31499, 0, 0, 11641, 4810, 8549
64, 31599, 0, 0, 2262, 943, 1795
64, 31699, 0, 0, 4360, 1803, 3837
64, 31799, 0, 0, 6351, 2722, 5927
64, 31899, 0, 0, 8286, 3662, 8052
64, 31999, 0, 0, 10292, 4473, 10235
65, 32099, 0, 0, 1697, 1299, 2004
65, 32199, 0, 0, 3198, 2518, 4284
65, 32299, 0, 0, 4931, 3588, 6481
65, 32399, 0, 0, 6652, 4666, 8682
65, 32499, 0, 0, 8436, 5696, 10868
66, 32599, 0, 0, 1933, 1217, 1850
66, 32699, 0, 0, 3797, 2432, 3771
66, 32799, 0, 0, 5415, 3656, 5929
66, 32899, 0, 0, 6973, 4905, 8122
66, 32999, 0, 0, 8481, 6264, 10255
67, 33099, 0, 0, 1740, 1202, 2058
67, 33199, 0, 0, 3456, 2432, 4112
67, 33299, 0, 0, 4993, 3777, 6230
67, 33399, 0, 0, 6405, 5135, 8460
67, 33499, 0, 0, 7955, 6432, 10613
68, 33599, 0, 0, 1742, 1400, 1858
68, 33699, 0, 0, 3380, 2883, 3737
68, 33799, 0, 0, 4984, 4185, 5831
68, 33899, 0, 0, 6401, 5572, 8027
68, 33999, 0, 0, 7834, 6827, 10339
69, 34099, 0, 0, 1506, 1516, 1978
69, 34199, 0, 0, 2972, 3105, 3923
69, 34299, 0, 0, 4430, 4595, 5975
69, 34399, 0, 0, 6162, 5828, 8010
69, 34499, 0, 0, 7963, 7106, 9931
70, 34599, 0, 0, 1829, 1558, 1613
70, 34699, 0, 0, 3625, 2944, 3431
70, 34799, 0, 0, 5476, 4354, 5170
70, 34899, 0, 0, 7293, 5900, 6807
70, 34999, 0, 0, 9152, 7432, 8416
71, 35099, 0, 0, 2070, 1555, 1375
71, 35199, 0, 0, 4129, 2994, 2877
71, 35299, 0, 0, 6136, 4580, 4284
71, 35399, 0, 0, 8158, 5915, 5927
71, 35499, 0, 0, 10266, 7225, 7509
72, 35599, 0, 0, 2205, 1551, 1244
72, 35699, 0, 0, 4406, 3076, 2518
72, 35799, 0, 0, 6703, 4392, 3905
72, 35899, 0, 0, 9121, 5562, 5317
72, 35999, 0, 0, 11619, 6719, 6662
73, 36099, 0, 0, 2366, 1428, 1206
73, 36199, 0, 0, 4832, 2838, 2330
73, 36299, 0, 0, 7043, 4172, 3785
73, 36399, 0, 0, 9400, 5424, 5176
73, 36499, 0, 0, 11843, 6537, 6620
74, 36599, 0, 0, 2049, 1586, 1365
74, 36699, 0, 0, 4156, 2987, 2857
74, 36799, 28.333333333333332, 0, 6199, 4180, 4621
74, 36899, 29, 0, 8312, 5254, 6434
74, 36999, 0, 0, 10507, 6288, 8205
75, 37099, 0, 0, 2048, 1573, 1379
75, 37199, 26, 0, 3952, 2939, 3109
75, 37299, 0, 0, 5912, 4330, 4758
75, 37399, 28.25, 0, 8181, 5585, 6234
75, 37499, 27.25, 0, 10247, 6822, 7931
76, 37599, 0, 0, 2236, 1228, 1536
76, 37699, 0, 0, 4604, 2345, 3051
76, 37799, 0, 0, 7101, 3439, 4460
76, 37899, 0, 0, 9334, 4677, 5989
76, 37999, 0, 0, 11485, 5915, 7600
77, 38099, 0, 0, 2135, 1329, 1536
77, 38199, 0, 0, 4301, 2603, 3096
77, 38299, 0, 0, 6520, 3835, 4645
77, 38399, 0, 0, 8869, 5020, 6111
77, 38499, 0, 0, 11293, 6047, 7660
78, 38599, 0, 0, 2111, 1223, 1666
78, 38699, 0, 0, 4406, 2332, 3262
78, 38799, 0, 0, 6917, 3284, 4799
78, 38899, 0, 0, 9306, 4227, 6467
78, 38999, 0, 0, 11506, 5265, 8229
79, 39099, 0, 0, 1909, 1412, 1679
79, 39199, 0, 0, 4106, 2547, 3347
79, 39299, 0, 0, 6426, 3454, 5120
79, 39399, 0, 0, 8688, 4410, 6902
79, 39499, 0, 0, 10963, 5335, 8702
80, 39599, 0, 0, 1896, 1077, 2027
80, 39699, 0, 0, 3919, 2159, 3922
80, 39799, 0, 0, 6167, 3124, 5709
80, 39899, 0, 0, 8398, 4057, 7545
80, 39999, 0, 0, 10613, 4993, 9394
81, 40099, 0, 0, 1816, 1416, 1768
81, 40199, 0, 0, 3919, 2516, 3565
81, 40299, 0, 0, 5953, 3723, 5324
81, 40399, 0, 0, 8030, 4959, 7011
81, 40499, 0, 0, 10114, 6183, 8703
82, 40599, 0, 0, 1917, 1297, 1786
82, 40699, 0, 0, 4023, 2440, 3537
82, 40799, 0, 0, 6142, 3533, 5325
82, 40899, 0, 0, 8101, 4744, 7155
82, 40999, 0, 0, 10042, 5892, 9066
83, 41099, 0, 0, 1951, 1370, 1679
83, 41199, 0, 0, 4103, 2496, 3401
83, 41299, 0, 0, 6437, 3544, 5019
83, 41399, 0, 0, 8599, 4657, 6744
83, 41499, 0, 0, 10694, 5836, 8470
84, 41599, 0, 0, 1920, 1456, 1624
84, 41699, 0, 0, 3749, 2799, 3452
84, 41799, 0, 0, 5636, 4226, 5138
84, 41899, 0, 0, 7702, 5584, 6714
84, 41999, 0, 0, 9732, 7065, 8203
85, 42099, 0, 0, 2011, 1672, 1317
85, 42199, 0, 0, 4020, 3150, 2830
85, 42299, 0, 0, 6019, 4528, 4453
85, 42399, 0, 0, 7968, 5913, 6119
85, 42499, 0, 0, 10019, 7105, 7876
86, 42599, 0, 0, 2131, 1564, 1305
86, 42699, 0, 0, 4238, 2944, 2818
86, 42799, 0, 0, 6300, 4342, 4358
86, 42899, 26, 0, 8429, 5667, 5904
86, 42999, 0, 0, 10548, 6997, 7455
87, 43099, 0, 0, 1866, 1731, 1403
87, 43199, 0, 0, 3554, 3437, 3009
87, 43299, 0, 0, 5534, 4899, 4567
87, 43399, 0, 0, 7665, 6308, 6027
87, 43499, 0, 0, 9836, 7686, 7478
88, 43599, 0, 0, 2438, 1326, 1236
88, 43699, 0, 0, 4794, 2519, 2687
88, 43799, 0, 0, 7146, 3770, 4084
88, 43899, 0, 0, 9362, 5156, 5482
88, 43999, 0, 0, 11609, 6491, 6900
89, 44099, 0, 0, 2104, 1476, 1420
89, 44199, 0, 0, 4193, 2858, 2949
89, 44299, 0, 0, 6343, 4201, 4456
89, 44399, 0, 0, 8402, 5601, 5997
89, 44499, 0, 0, 10524, 6914, 7562
90, 44599, 0, 0, 2369, 1439, 1192
90, 44699, 0, 0, 4661, 2647, 2692
90, 44799, 0, 0, 6975, 3835, 4190
90, 44899, 0, 0, 9094, 5298, 5608
90, 44999, 0, 0, 11204, 6740, 7056
91, 45099, 0, 0, 2348, 1618, 1034
91, 45199, 0, 0, 4420, 3014, 2566
91, 45299, 0, 0, 6623, 4267, 4110
91, 45399, 0, 0, 8861, 5471, 5668
91, 45499, 0, 0, 10987, 6727, 7286
92, 45599, 0, 0, 2095, 1521, 1384
92, 45699, 0, 0, 4074, 3053, 2873
92, 45799, 0, 0, 6124, 4577, 4299
92, 45899, 0, 0, 8145, 6087, 5768
92, 45999, 0, 0, 10176, 7595, 7229
93, 46099, 0, 0, 2204, 1621, 1175
93, 46199, 0, 0, 4282, 3182, 2536
93, 46299, 0, 0, 6384, 4635, 3981
93, 46399, 0, 0, 8495, 5992, 5513
93, 46499, 0, 0, 10640, 7296, 7064
94, 46599, 0, 0, 2246, 1479, 1275
94, 46699, 0, 0, 4444, 2723, 2833
94, 46799, 0, 0, 6713, 3913, 4374
94, 46899, 0, 0, 9017, 5135, 5848
94, 46999, 0, 0, 11390, 6283, 7327
95, 47099, 0, 0, 2551, 1289, 1160
95, 47199, 0, 0, 4875, 2665, 2460
95, 47299, 0, 0, 7081, 4192, 3727
95, 47399, 0, 0, 9562, 5391, 5047
95, 47499, 0, 0, 12109, 6573, 6318
96, 47599, 0, 0, 2420, 1513, 1067
96, 47699, 0, 0, 4630, 3005, 2365
96, 47799, 0, 0, 6856, 4470, 3674
96, 47899, 0, 0, 9233, 5744, 5023
96, 47999, 0, 0, 11702, 6954, 6344
97, 48099, 0, 0, 2465, 1542, 993
97, 48199, 0, 0, 4669, 3133, 2198
97, 48299, 0, 0, 6885, 4613, 3502
97, 48399, 0, 0, 9271, 5852, 4877
97, 48499, 0, 0, 11598, 7124, 6278
98, 48599, 0, 0, 2537, 1341, 1122
98, 48699, 0, 0, 4919, 2683, 2398
98, 48799, 0, 0, 7520, 3914, 3566
98, 48899, 0, 0, 10036, 5206, 4758
98, 48999, 0, 0, 12495, 6577, 5928
99, 49099, 0, 0, 2498, 1364, 1138
99, 49199, 0, 0, 4958, 2575, 2467
99, 49299, 0, 0, 7435, 3761, 3804
99, 49399, 0, 0, 9810, 5021, 5169
99, 49499, 0, 0, 12116, 6333, 6551
100, 49599, 0, 0, 2239, 1448, 1313
100, 49699, 0, 0, 4337, 2805, 2858
100, 49799, 0, 0, 6339, 4244, 4417
100, 49899, 0, 0, 8400, 5612, 5988
100, 49999, 0, 0, 10414, 6993, 7593
101, 50099, 0, 0, 2113, 1504, 1383
101, 50199, 0, 0, 4029, 2945, 3026
101, 50299, 0, 0, 6111, 4239, 4650
101, 50399, 0, 0, 8202, 5502, 6296
101, 50499, 0, 0, 10281, 6789, 7930
102, 50599, 0, 0, 2444, 1183, 1373
102, 50699, 0, 0, 4761, 2328, 2911
102, 50799, 0, 0, 7010, 3509, 4481
102, 50899, 0, 0, 9191, 4766, 6043
102, 50999, 0, 0, 11457, 5983, 7560
103, 51099, 0, 0, 2401, 1261, 1338
103, 51199, 0, 0, 4637, 2598, 2765
103, 51299, 0, 0, 6959, 3880, 4161
103, 51399, 0, 0, 9340, 5134, 5526
103, 51499, 0, 0, 11733, 6384, 6883
104, 51599, 0, 0, 2454, 1467, 1079
104, 51699, 0, 0, 4636, 2958, 2406
104, 51799, 0, 0, 6890, 4393, 3717
104, 51899, 0, 0, 9259, 5724, 5017
104, 51999, 0, 0, 11626, 7057, 6317
105, 52099, 0, 0, 2561, 1380, 1059
105, 52199, 0, 0, 4736, 2893, 2371
105, 52299, 0, 0, 7025, 4304, 3671
105, 52399, 0, 0, 9287, 5742, 4971
105, 52499, 0, 0, 11566, 7163, 6271
106, 52599, 0, 0, 2473, 1405, 1122
106, 52699, 0, 0, 4568, 2932, 2500
106, 52799, 0, 0, 6862, 4283, 3855
106, 52899, 0, 0, 9175, 5606, 5219
106, 52999, 0, 0, 11561, 6850, 6589
107, 53099, 0, 0, 2639, 1160, 1201
107, 53199, 0, 0, 4933, 2470, 2597
107, 53299, 26.5, 0, 7129, 3868, 4003
107, 53399, 0, 0, 9320, 5329, 5351
107, 53499, 0, 0, 11579, 6741, 6680
108, 53599, 0, 0, 2678, 1202, 1120
108, 53699, 0, 0, 5225, 2415, 2360
108, 53799, 0, 0, 7852, 3548, 3600
108, 53899, 0, 0, 10465, 4695, 4840
108, 53999, 0, 0, 13001, 5895, 6104
109, 54099, 0, 0, 2524, 1303, 1173
109, 54199, 0, 0, 4889, 2638, 2473
109, 54299, 0, 0, 7270, 3954, 3776
109, 54399, 0, 0, 9650, 5274, 5076
109, 54499, 0, 0, 12105, 6519, 6376
110, 54599, 0, 0, 2546, 1275, 1179
