--------------------------------------------------------------------------------
TIMESTAMP: 08:59:35.899 AM 30-Jun-2022
PARAMS:
  population 0
  wiggle-angle 45
  look-ahead 1
  sniff-threshold 0.9
  sniff-angle 45
  chemical-drop 3
  diffuse-share 1
  evaporation-rate 0.95
  cluster-threshold 25
  cluster-radius 10
  learning-turtles 50
  ticks-per-episode 500
  episodes 1500
  learning-rate 0.1
  discount-factor 0.9
  reward 100
  penalty -1
  e-greedy 0.5 0.9
ACTION SPACE: move-toward-chemical random-walk drop-chemical
OBSERVATION SPACE: chemical-here in-cluster
REWARD: rewardFunc8
--------------------------------------------------------------------------------
Episode, Tick, Avg cluster size X tick, Avg reward X episode, move-toward-chemical, random-walk, drop-chemical
77, 38499, 0, 0, 12024, 5713, 7263
78, 38599, 0, 0, 2259, 1142, 1599
78, 38699, 0, 0, 4521, 2256, 3223
78, 38799, 0, 0, 6666, 3404, 4930
78, 38899, 0, 0, 8896, 4700, 6404
78, 38999, 0, 0, 11212, 5937, 7851
79, 39099, 0, 0, 2317, 1196, 1487
79, 39199, 0, 0, 4503, 2441, 3056
79, 39299, 0, 0, 6809, 3609, 4582
79, 39399, 0, 0, 9240, 4761, 5999
79, 39499, 0, 0, 11687, 5913, 7400
80, 39599, 0, 0, 2407, 1162, 1431
80, 39699, 0, 0, 4689, 2565, 2746
80, 39799, 26.833333333333332, 0, 6875, 3980, 4145
80, 39899, 29.210526315789473, 0, 8618, 5512, 5870
80, 39999, 26.5, 0, 10016, 6781, 8203
81, 40099, 0, 0, 2651, 1145, 1204
81, 40199, 0, 0, 5212, 2516, 2272
81, 40299, 0, 0, 7774, 3893, 3333
81, 40399, 0, 0, 10405, 5169, 4426
81, 40499, 0, 0, 13045, 6429, 5526
82, 40599, 0, 0, 2894, 1018, 1088
82, 40699, 0, 0, 5649, 2120, 2231
82, 40799, 0, 0, 8349, 3356, 3295
82, 40899, 0, 0, 11072, 4615, 4313
82, 40999, 0, 0, 13752, 5906, 5342
83, 41099, 0, 0, 2695, 1212, 1093
83, 41199, 0, 0, 5424, 2500, 2076
83, 41299, 0, 0, 8044, 3763, 3193
83, 41399, 0, 0, 10703, 4994, 4303
83, 41499, 0, 0, 13313, 6248, 5439
84, 41599, 0, 0, 2735, 1170, 1095
84, 41699, 0, 0, 5309, 2492, 2199
84, 41799, 0, 0, 7991, 3784, 3225
84, 41899, 0, 0, 10699, 5082, 4219
84, 41999, 0, 0, 13468, 6341, 5191
85, 42099, 0, 0, 2734, 1207, 1059
85, 42199, 0, 0, 5487, 2503, 2010
85, 42299, 0, 0, 8129, 3863, 3008
85, 42399, 0, 0, 10623, 5259, 4118
85, 42499, 0, 0, 13147, 6641, 5212
86, 42599, 0, 0, 2716, 1094, 1190
86, 42699, 0, 0, 5348, 2265, 2387
86, 42799, 0, 0, 8019, 3406, 3575
86, 42899, 0, 0, 10702, 4627, 4671
86, 42999, 0, 0, 13229, 5831, 5940
87, 43099, 0, 0, 2612, 976, 1412
87, 43199, 0, 0, 5155, 2096, 2749
87, 43299, 0, 0, 7908, 3199, 3893
87, 43399, 0, 0, 10625, 4313, 5062
87, 43499, 0, 0, 13240, 5457, 6303
88, 43599, 0, 0, 2585, 964, 1451
88, 43699, 0, 0, 5039, 2016, 2945
88, 43799, 0, 0, 7519, 3065, 4416
88, 43899, 0, 0, 9723, 4197, 6080
88, 43999, 0, 0, 11683, 5387, 7930
89, 44099, 0, 0, 2312, 946, 1742
89, 44199, 0, 0, 4479, 2063, 3458
89, 44299, 0, 0, 6705, 3126, 5169
89, 44399, 0, 0, 8814, 4310, 6876
89, 44499, 0, 0, 10983, 5513, 8504
90, 44599, 0, 0, 2302, 1075, 1623
90, 44699, 0, 0, 4757, 2084, 3159
90, 44799, 0, 0, 7133, 3291, 4576
90, 44899, 0, 0, 9500, 4496, 6004
90, 44999, 0, 0, 11892, 5685, 7423
91, 45099, 0, 0, 2474, 1035, 1491
91, 45199, 0, 0, 4878, 2086, 3036
91, 45299, 0, 0, 7327, 3235, 4438
91, 45399, 0, 0, 9685, 4443, 5872
91, 45499, 0, 0, 11943, 5798, 7259
92, 45599, 0, 0, 2598, 1145, 1257
92, 45699, 0, 0, 5050, 2398, 2552
92, 45799, 0, 0, 7422, 3729, 3849
92, 45899, 0, 0, 9862, 4920, 5218
92, 45999, 0, 0, 12318, 6082, 6600
93, 46099, 0, 0, 2676, 917, 1407
93, 46199, 0, 0, 5154, 1973, 2873
93, 46299, 0, 0, 7465, 3191, 4344
93, 46399, 0, 0, 9791, 4357, 5852
93, 46499, 0, 0, 12160, 5436, 7404
94, 46599, 0, 0, 2520, 842, 1638
94, 46699, 26.875, 0, 4866, 1824, 3310
94, 46799, 27, 0, 7059, 2974, 4967
94, 46899, 27, 0, 9285, 4149, 6566
94, 46999, 0, 0, 11569, 5282, 8149
95, 47099, 0, 0, 2541, 963, 1496
95, 47199, 0, 0, 5022, 1956, 3022
95, 47299, 0, 0, 7463, 3080, 4457
95, 47399, 0, 0, 9924, 4130, 5946
95, 47499, 0, 0, 12516, 5159, 7325
96, 47599, 0, 0, 2845, 828, 1327
96, 47699, 0, 0, 5561, 1842, 2597
96, 47799, 0, 0, 8313, 2732, 3955
96, 47899, 0, 0, 11051, 3640, 5309
96, 47999, 0, 0, 13665, 4657, 6678
97, 48099, 0, 0, 2713, 916, 1371
97, 48199, 0, 0, 5330, 1784, 2886
97, 48299, 0, 0, 7928, 2715, 4357
97, 48399, 0, 0, 10504, 3694, 5802
97, 48499, 0, 0, 13065, 4664, 7271
98, 48599, 0, 0, 2743, 881, 1376
98, 48699, 0, 0, 5316, 1963, 2721
98, 48799, 0, 0, 7940, 2990, 4070
98, 48899, 0, 0, 10588, 3950, 5462
98, 48999, 0, 0, 13181, 4952, 6867
99, 49099, 0, 0, 2888, 705, 1407
99, 49199, 0, 0, 5672, 1482, 2846
99, 49299, 0, 0, 8397, 2272, 4331
99, 49399, 0, 0, 11111, 3018, 5871
99, 49499, 0, 0, 13760, 3881, 7359
100, 49599, 0, 0, 2493, 803, 1704
100, 49699, 0, 0, 4852, 1686, 3462
100, 49799, 0, 0, 7282, 2562, 5156
100, 49899, 0, 0, 9696, 3481, 6823
100, 49999, 0, 0, 11994, 4489, 8517
101, 50099, 0, 0, 2384, 964, 1652
101, 50199, 0, 0, 4626, 1997, 3377
101, 50299, 0, 0, 6801, 3152, 5047
101, 50399, 0, 0, 9042, 4282, 6676
101, 50499, 0, 0, 11398, 5399, 8203
102, 50599, 0, 0, 2369, 1273, 1358
102, 50699, 0, 0, 4741, 2432, 2827
102, 50799, 27, 0, 7218, 3517, 4265
102, 50899, 0, 0, 9754, 4470, 5776
102, 50999, 0, 0, 12174, 5439, 7387
103, 51099, 0, 0, 2566, 1031, 1403
103, 51199, 0, 0, 4966, 2114, 2920
103, 51299, 0, 0, 7554, 3077, 4369
103, 51399, 0, 0, 10119, 4077, 5804
103, 51499, 0, 0, 12695, 5040, 7265
