--------------------------------------------------------------------------------
TIMESTAMP: 09:05:01.366 AM 28-Jun-2022
PARAMS:
  population 0
  wiggle-angle 45
  look-ahead 1
  sniff-threshold 0.9
  sniff-angle 45
  chemical-drop 3
  diffuse-share 1
  evaporation-rate 0.95
  cluster-threshold 25
  cluster-radius 10
  learning-turtles 50
  ticks-per-episode 500
  episodes 1500
  learning-rate 0.9
  discount-factor 0.9
  reward 100
  penalty -1
  e-greedy 0.5 0.9
ACTION SPACE: move-toward-chemical random-walk move-and-drop walk-and-drop drop-chemical
OBSERVATION SPACE: chemical-here in-cluster
REWARD: rewardFunc8
--------------------------------------------------------------------------------
Episode, Tick, Avg cluster size X tick, Avg reward X episode, move-toward-chemical, random-walk, move-and-drop, walk-and-drop, drop-chemical
7, 3199, 0, 0, 2009, 1934, 2010, 2027, 2020
7, 3299, 0, 0, 2997, 2862, 2938, 2978, 3225
7, 3399, 0, 0, 3940, 3876, 3937, 4011, 4236
7, 3499, 26, 0, 4801, 4895, 4936, 4975, 5393
8, 3599, 0, 0, 1075, 984, 1111, 837, 993
8, 3699, 0, 0, 2114, 1943, 2109, 1643, 2191
8, 3799, 0, 0, 3224, 2760, 3152, 2605, 3259
8, 3899, 0, 0, 4131, 3705, 4144, 3625, 4395
8, 3999, 0, 0, 5005, 4740, 5135, 4675, 5445
9, 4099, 0, 0, 1008, 1028, 1094, 926, 944
9, 4199, 0, 0, 2025, 2021, 2112, 1863, 1979
9, 4299, 0, 0, 3092, 3025, 3253, 2634, 2996
9, 4399, 0, 0, 4154, 3960, 4317, 3627, 3942
9, 4499, 27.5, 0, 5150, 4891, 5353, 4631, 4975
10, 4599, 0, 0, 1018, 1027, 998, 1007, 950
10, 4699, 0, 0, 1955, 1947, 1949, 2072, 2077
10, 4799, 27.846153846153847, 0, 3026, 2882, 2729, 2926, 3437
10, 4899, 38.333333333333336, 0, 4057, 3775, 3695, 3838, 4635
10, 4999, 31.642857142857142, 0, 5178, 4629, 4660, 4774, 5759
11, 5099, 0, 0, 1145, 962, 967, 909, 1017
11, 5199, 0, 0, 2300, 1904, 1991, 1824, 1981
11, 5299, 0, 0, 3275, 2916, 3012, 2726, 3071
11, 5399, 0, 0, 4283, 3846, 4062, 3661, 4148
11, 5499, 28.2, 0, 5385, 4783, 4886, 4494, 5452
12, 5599, 0, 0, 1013, 997, 967, 943, 1080
12, 5699, 0, 0, 2002, 1913, 1974, 1826, 2285
12, 5799, 0, 0, 3030, 2903, 2841, 2807, 3419
12, 5899, 28, 0, 4147, 3644, 3730, 3676, 4803
12, 5999, 28.285714285714285, 0, 5158, 4520, 4768, 4623, 5931
13, 6099, 0, 0, 1207, 936, 880, 921, 1056
13, 6199, 0, 0, 2134, 1846, 1983, 1787, 2250
13, 6299, 0, 0, 3243, 2705, 2967, 2541, 3544
13, 6399, 0, 0, 4231, 3644, 3974, 3470, 4681
13, 6499, 0, 0, 5326, 4693, 4866, 4375, 5740
14, 6599, 0, 0, 1015, 930, 997, 964, 1094
14, 6699, 0, 0, 1965, 1729, 1980, 1991, 2335
14, 6799, 0, 0, 3036, 2656, 2920, 2807, 3581
14, 6899, 0, 0, 3929, 3586, 3898, 3638, 4949
14, 6999, 28.2, 0, 4913, 4400, 5018, 4521, 6148
15, 7099, 0, 0, 1078, 976, 991, 1029, 926
15, 7199, 0, 0, 2019, 1881, 1913, 1935, 2252
15, 7299, 0, 0, 2887, 2572, 2969, 2777, 3795
15, 7399, 0, 0, 3892, 3284, 4176, 3510, 5138
15, 7499, 0, 0, 4967, 4286, 5051, 4298, 6398
16, 7599, 0, 0, 1046, 903, 1023, 995, 1033
16, 7699, 0, 0, 1949, 1517, 2197, 2030, 2307
16, 7799, 26, 0, 3067, 2186, 3186, 2842, 3719
16, 7899, 36.84848484848485, 0, 4142, 3147, 4194, 3659, 4858
16, 7999, 31.88888888888889, 0, 5428, 3792, 5325, 4288, 6167
17, 8099, 0, 0, 979, 874, 1184, 963, 1000
17, 8199, 0, 0, 1914, 1912, 2313, 1668, 2193
17, 8299, 0, 0, 2974, 2859, 3359, 2342, 3466
17, 8399, 27, 0, 4273, 3824, 4125, 3022, 4756
17, 8499, 0, 0, 5480, 4596, 5181, 3906, 5837
18, 8599, 0, 0, 1025, 1028, 1126, 808, 1013
18, 8699, 0, 0, 1943, 1942, 2000, 1592, 2523
18, 8799, 27.90909090909091, 0, 3026, 2832, 2863, 2309, 3970
18, 8899, 30.333333333333332, 0, 4047, 3827, 3748, 3201, 5177
18, 8999, 31.916666666666668, 0, 5215, 4787, 4710, 4090, 6198
19, 9099, 0, 0, 1073, 1005, 1084, 852, 986
19, 9199, 0, 0, 2302, 1619, 2107, 1580, 2392
19, 9299, 0, 0, 3568, 2155, 3378, 2149, 3750
19, 9399, 0, 0, 4615, 2882, 4527, 2862, 5114
19, 9499, 0, 0, 5609, 3838, 5607, 3658, 6288
20, 9599, 0, 0, 1263, 941, 1051, 833, 912
20, 9699, 0, 0, 2256, 1841, 2338, 1481, 2084
20, 9799, 0, 0, 3391, 2641, 3501, 2140, 3327
20, 9899, 0, 0, 4339, 3190, 4631, 2934, 4906
20, 9999, 0, 0, 5161, 3917, 5716, 3717, 6489
21, 10099, 0, 0, 1024, 880, 1103, 991, 1002
21, 10199, 0, 0, 1922, 1671, 2382, 1670, 2355
21, 10299, 0, 0, 2803, 2625, 3206, 2411, 3955
21, 10399, 0, 0, 3951, 3418, 4314, 3129, 5188
21, 10499, 0, 0, 5017, 4106, 5554, 3841, 6482
22, 10599, 0, 0, 1039, 1010, 1081, 846, 1024
22, 10699, 0, 0, 2224, 1733, 2201, 1744, 2098
22, 10799, 0, 0, 3333, 2658, 3324, 2489, 3196
22, 10899, 0, 0, 4347, 3441, 4379, 3211, 4622
22, 10999, 0, 0, 5316, 4259, 5433, 4057, 5935
23, 11099, 0, 0, 1120, 952, 1050, 950, 928
23, 11199, 26.166666666666668, 0, 2102, 1629, 2238, 1688, 2343
23, 11299, 26, 0, 3233, 2194, 3510, 2305, 3758
23, 11399, 26.25, 0, 4577, 2673, 4677, 3163, 4910
23, 11499, 0, 0, 5917, 3328, 5990, 3860, 5905
24, 11599, 0, 0, 1072, 929, 957, 946, 1096
24, 11699, 26.5, 0, 1837, 1742, 2271, 1809, 2341
24, 11799, 29.928571428571427, 0, 2958, 2511, 3340, 2518, 3673
24, 11899, 34.24242424242424, 0, 4227, 2996, 4351, 3158, 5268
24, 11999, 30.90909090909091, 0, 5330, 3535, 5544, 3692, 6899
25, 12099, 0, 0, 1190, 887, 1038, 952, 933
25, 12199, 0, 0, 2192, 1547, 2054, 2040, 2167
25, 12299, 26.333333333333332, 0, 3023, 2015, 3604, 2771, 3587
25, 12399, 35.114285714285714, 0, 3846, 2731, 4620, 3444, 5359
25, 12499, 33, 0, 4873, 3240, 5709, 3975, 7203
26, 12599, 0, 0, 1121, 733, 1191, 1076, 879
26, 12699, 0, 0, 2113, 1580, 2177, 2120, 2010
26, 12799, 0, 0, 3109, 2470, 3291, 2877, 3253
26, 12899, 26.133333333333333, 0, 4150, 3396, 4322, 3521, 4611
26, 12999, 26.666666666666668, 0, 5202, 4112, 5444, 4213, 6029
27, 13099, 0, 0, 1362, 868, 1001, 628, 1141
27, 13199, 0, 0, 2694, 1651, 2037, 1238, 2380
27, 13299, 0, 0, 3811, 2519, 3128, 1823, 3719
27, 13399, 26, 0, 4895, 3412, 4117, 2448, 5128
27, 13499, 31.428571428571427, 0, 6006, 4253, 5033, 3304, 6404
28, 13599, 0, 0, 1251, 858, 1037, 716, 1138
28, 13699, 0, 0, 2540, 1605, 1851, 1549, 2455
28, 13799, 0, 0, 3565, 2403, 2875, 2377, 3780
28, 13899, 26, 0, 4420, 3471, 3815, 3082, 5212
28, 13999, 28, 0, 5379, 4339, 4536, 3697, 7049
29, 14099, 0, 0, 1485, 833, 873, 914, 895
29, 14199, 0, 0, 2574, 1707, 1806, 1927, 1986
29, 14299, 0, 0, 3783, 2450, 2949, 2758, 3060
29, 14399, 26.6, 0, 4927, 3235, 3819, 3484, 4535
29, 14499, 0, 0, 6462, 3858, 4595, 4219, 5866
30, 14599, 0, 0, 1128, 887, 962, 876, 1147
30, 14699, 0, 0, 2448, 1479, 2178, 1656, 2239
30, 14799, 0, 0, 4090, 2065, 3463, 2250, 3132
30, 14899, 0, 0, 5328, 2797, 4449, 2993, 4433
30, 14999, 0, 0, 6416, 3483, 5436, 3608, 6057
31, 15099, 0, 0, 1082, 903, 1105, 973, 937
31, 15199, 0, 0, 2031, 1614, 2257, 2048, 2050
31, 15299, 0, 0, 2910, 2537, 3237, 3154, 3162
31, 15399, 0, 0, 3790, 3387, 4287, 3910, 4626
31, 15499, 0, 0, 5106, 4012, 5567, 4612, 5703
32, 15599, 0, 0, 1139, 701, 1300, 806, 1054
32, 15699, 0, 0, 2082, 1208, 2955, 1437, 2318
32, 15799, 0, 0, 2871, 1890, 4391, 2015, 3833
32, 15899, 0, 0, 3842, 2495, 5734, 2764, 5165
32, 15999, 0, 0, 5157, 2993, 6975, 3278, 6597
33, 16099, 0, 0, 1167, 811, 1206, 725, 1091
33, 16199, 0, 0, 2098, 1697, 2477, 1701, 2027
33, 16299, 0, 0, 2911, 2643, 3969, 2303, 3174
33, 16399, 0, 0, 3944, 3690, 5282, 2952, 4132
33, 16499, 0, 0, 4908, 4500, 6646, 3696, 5250
34, 16599, 0, 0, 949, 1045, 1343, 668, 995
34, 16699, 0, 0, 2021, 1719, 2687, 1380, 2193
34, 16799, 0, 0, 3190, 2327, 4156, 1790, 3537
34, 16899, 27.529411764705884, 0, 4554, 2932, 5404, 2173, 4937
34, 16999, 27.333333333333332, 0, 5798, 3594, 6321, 2575, 6712
35, 17099, 0, 0, 1255, 761, 1147, 621, 1216
35, 17199, 27.5, 0, 2215, 1434, 2277, 1120, 2954
35, 17299, 27.8, 0, 2990, 2123, 3309, 1565, 5013
35, 17399, 26.5, 0, 3898, 2748, 4179, 1944, 7231
35, 17499, 27.666666666666668, 0, 5015, 3333, 5129, 2270, 9253
36, 17599, 0, 0, 1341, 741, 1153, 579, 1186
36, 17699, 26, 0, 2530, 1348, 2222, 1313, 2587
36, 17799, 26.142857142857142, 0, 3606, 1940, 3107, 2074, 4273
36, 17899, 26.09090909090909, 0, 4905, 2553, 4214, 2780, 5548
36, 17999, 28, 0, 5738, 3099, 5539, 3631, 6993
37, 18099, 0, 0, 1071, 690, 1352, 698, 1189
37, 18199, 0, 0, 2246, 1277, 2478, 1344, 2655
37, 18299, 27.473684210526315, 0, 3690, 1692, 3729, 1948, 3941
37, 18399, 28.733333333333334, 0, 4666, 2425, 4975, 2693, 5241
37, 18499, 28.833333333333332, 0, 5574, 3097, 6272, 3553, 6504
38, 18599, 0, 0, 980, 891, 1369, 687, 1073
38, 18699, 0, 0, 1903, 1762, 2595, 1515, 2225
38, 18799, 0, 0, 2908, 2719, 3948, 2064, 3361
38, 18899, 0, 0, 3873, 3766, 5160, 2682, 4519
38, 18999, 0, 0, 4741, 4692, 6686, 3230, 5651
39, 19099, 0, 0, 1182, 869, 1482, 572, 895
39, 19199, 0, 0, 2294, 1868, 2597, 1275, 1966
39, 19299, 0, 0, 3472, 2554, 3892, 1982, 3100
39, 19399, 26.333333333333332, 0, 4614, 3309, 5014, 2682, 4381
39, 19499, 0, 0, 5719, 3978, 6131, 3306, 5866
40, 19599, 0, 0, 1191, 587, 1347, 782, 1093
40, 19699, 0, 0, 2448, 959, 2586, 1409, 2598
40, 19799, 29.85, 0, 3806, 1499, 3753, 2026, 3916
40, 19899, 29.678571428571427, 0, 4928, 2325, 4959, 2760, 5028
40, 19999, 29.714285714285715, 0, 5954, 3324, 6130, 3520, 6072
41, 20099, 0, 0, 1447, 581, 1545, 750, 677
41, 20199, 0, 0, 3034, 1262, 2944, 1576, 1184
41, 20299, 0, 0, 4682, 1920, 4434, 2270, 1694
41, 20399, 26, 0, 6191, 2588, 5905, 2955, 2361
41, 20499, 27.5, 0, 7336, 3426, 7045, 3757, 3436
42, 20599, 0, 0, 1418, 688, 1260, 898, 736
42, 20699, 0, 0, 2494, 1605, 2381, 1774, 1746
42, 20799, 0, 0, 3725, 2594, 3324, 2693, 2664
42, 20899, 27.8, 0, 5228, 3558, 4341, 3275, 3598
42, 20999, 29.2, 0, 6566, 4538, 5375, 3578, 4943
43, 21099, 0, 0, 1485, 1001, 1359, 535, 620
43, 21199, 0, 0, 2761, 1997, 2654, 1280, 1308
43, 21299, 0, 0, 4022, 2734, 3998, 1810, 2436
43, 21399, 0, 0, 5129, 3562, 5007, 2331, 3971
43, 21499, 0, 0, 6386, 4159, 6070, 2908, 5477
44, 21599, 0, 0, 1422, 707, 1230, 813, 828
44, 21699, 0, 0, 2548, 1455, 2757, 1495, 1745
44, 21799, 0, 0, 3491, 2255, 4110, 2124, 3020
44, 21899, 0, 0, 4787, 3018, 5369, 2774, 4052
44, 21999, 0, 0, 5627, 3722, 6831, 3665, 5155
45, 22099, 0, 0, 1286, 645, 1032, 1017, 1020
45, 22199, 0, 0, 2406, 1286, 1834, 1970, 2504
45, 22299, 0, 0, 3743, 2057, 2753, 2311, 4136
45, 22399, 0, 0, 5227, 2775, 3732, 2645, 5621
45, 22499, 0, 0, 6667, 3448, 4876, 2845, 7164
46, 22599, 0, 0, 1397, 750, 1350, 372, 1131
46, 22699, 0, 0, 2443, 1671, 2646, 808, 2432
46, 22799, 0, 0, 3517, 2574, 4014, 1175, 3720
46, 22899, 26.75, 0, 4508, 3256, 5719, 1580, 4937
46, 22999, 26.5, 0, 5838, 3694, 6955, 2178, 6335
47, 23099, 0, 0, 1493, 555, 1420, 526, 1006
47, 23199, 0, 0, 2498, 1196, 2700, 1096, 2510
47, 23299, 0, 0, 3316, 1735, 4210, 1727, 4012
47, 23399, 0, 0, 4379, 2278, 5507, 2405, 5431
47, 23499, 0, 0, 5638, 2970, 6741, 2941, 6710
48, 23599, 0, 0, 1346, 783, 1375, 721, 775
48, 23699, 0, 0, 2380, 1628, 2581, 1621, 1790
48, 23799, 0, 0, 3520, 2204, 3725, 2482, 3069
48, 23899, 26, 0, 4580, 2724, 4899, 3302, 4495
48, 23999, 0, 0, 5642, 3199, 6043, 4151, 5965
49, 24099, 0, 0, 1162, 609, 1317, 860, 1052
49, 24199, 0, 0, 2076, 1080, 2718, 1859, 2267
49, 24299, 0, 0, 2848, 1597, 4358, 2679, 3518
49, 24399, 0, 0, 3632, 2169, 6021, 3436, 4742
49, 24499, 0, 0, 4518, 2536, 7651, 4139, 6156
50, 24599, 0, 0, 1439, 446, 1341, 516, 1258
50, 24699, 0, 0, 2621, 780, 2660, 995, 2944
50, 24799, 0, 0, 3752, 1102, 3932, 1332, 4882
50, 24899, 0, 0, 4811, 1429, 5212, 1794, 6754
50, 24999, 0, 0, 5787, 1759, 6388, 2343, 8723
51, 25099, 0, 0, 1405, 679, 1037, 713, 1166
51, 25199, 0, 0, 3048, 1352, 1866, 1590, 2144
51, 25299, 0, 0, 4716, 2178, 2663, 2353, 3090
51, 25399, 29.047619047619047, 0, 5920, 3264, 3595, 3213, 4008
51, 25499, 28.22222222222222, 0, 7172, 3834, 5058, 3818, 5118
52, 25599, 0, 0, 1240, 970, 1065, 821, 904
52, 25699, 0, 0, 2234, 1966, 2246, 1475, 2079
52, 25799, 0, 0, 3340, 2848, 3536, 2260, 3016
52, 25899, 0, 0, 4292, 3821, 4672, 3181, 4034
52, 25999, 0, 0, 5304, 4717, 5747, 3980, 5252
53, 26099, 0, 0, 1344, 810, 983, 967, 896
53, 26199, 0, 0, 2298, 1387, 2033, 2058, 2224
53, 26299, 0, 0, 3328, 1767, 3264, 3019, 3622
53, 26399, 0, 0, 4350, 2142, 4515, 3907, 5086
53, 26499, 0, 0, 5444, 2395, 5643, 4810, 6708
54, 26599, 26, 0, 1416, 602, 1089, 1059, 834
54, 26699, 0, 0, 2684, 1153, 1927, 2210, 2026
54, 26799, 26, 0, 4017, 1763, 2961, 3174, 3085
54, 26899, 28.333333333333332, 0, 4976, 2303, 4140, 4158, 4423
54, 26999, 28, 0, 6078, 2668, 5368, 4991, 5895
55, 27099, 0, 0, 1737, 451, 1158, 704, 950
55, 27199, 0, 0, 3222, 995, 2203, 1591, 1989
55, 27299, 0, 0, 4565, 1686, 3319, 2371, 3059
55, 27399, 26.8, 0, 5861, 2373, 4445, 3192, 4129
55, 27499, 0, 0, 7188, 3037, 5723, 3953, 5099
56, 27599, 0, 0, 1607, 644, 1338, 668, 743
56, 27699, 0, 0, 2835, 1406, 2516, 1290, 1953
56, 27799, 0, 0, 4068, 2095, 3707, 1879, 3251
56, 27899, 0, 0, 5287, 2751, 4893, 2434, 4635
56, 27999, 0, 0, 6343, 3389, 6164, 2953, 6151
57, 28099, 0, 0, 1576, 721, 959, 628, 1116
57, 28199, 0, 0, 2998, 1416, 1695, 1295, 2596
57, 28299, 0, 0, 4584, 2211, 2270, 1905, 4030
57, 28399, 0, 0, 5933, 3032, 2911, 2432, 5692
57, 28499, 0, 0, 7214, 3845, 3634, 3016, 7291
58, 28599, 0, 0, 1687, 706, 842, 698, 1067
58, 28699, 0, 0, 2908, 1372, 1872, 1257, 2591
58, 28799, 0, 0, 4214, 1806, 2924, 1799, 4257
58, 28899, 0, 0, 5588, 2210, 3892, 2196, 6114
58, 28999, 0, 0, 7023, 2712, 4813, 2627, 7825
59, 29099, 0, 0, 1927, 558, 760, 608, 1147
59, 29199, 0, 0, 3509, 1217, 1409, 1388, 2477
59, 29299, 0, 0, 5023, 1908, 2031, 2102, 3936
59, 29399, 0, 0, 6598, 2618, 2541, 2740, 5503
59, 29499, 0, 0, 8054, 3351, 2924, 3479, 7192
60, 29599, 0, 0, 1665, 718, 678, 647, 1292
60, 29699, 0, 0, 2608, 1484, 1411, 1397, 3100
60, 29799, 0, 0, 3602, 2066, 2080, 2142, 5110
60, 29899, 0, 0, 4707, 2574, 2751, 2782, 7186
60, 29999, 0, 0, 5819, 2981, 3414, 3504, 9282
61, 30099, 0, 0, 1434, 416, 852, 781, 1517
61, 30199, 0, 0, 2454, 834, 1591, 1850, 3271
61, 30299, 28, 0, 3462, 1370, 2280, 2763, 5125
61, 30399, 30.363636363636363, 0, 4626, 1924, 2956, 3627, 6867
61, 30499, 0, 0, 5786, 2507, 3711, 4414, 8582
62, 30599, 0, 0, 1845, 562, 990, 488, 1115
62, 30699, 0, 0, 3297, 1249, 1784, 1067, 2603
62, 30799, 0, 0, 4776, 1877, 2763, 1545, 4039
62, 30899, 0, 0, 6160, 2581, 3709, 2051, 5499
62, 30999, 0, 0, 7416, 3200, 4655, 2533, 7196
63, 31099, 0, 0, 1275, 575, 1004, 723, 1423
63, 31199, 0, 0, 2382, 1298, 2033, 1250, 3037
63, 31299, 0, 0, 3611, 2089, 3309, 1808, 4183
63, 31399, 0, 0, 4918, 2910, 4574, 2349, 5249
63, 31499, 0, 0, 6128, 3755, 5828, 2938, 6351
64, 31599, 0, 0, 1382, 719, 1108, 776, 1015
64, 31699, 0, 0, 2412, 1477, 2591, 1431, 2089
64, 31799, 0, 0, 3328, 2220, 4157, 2118, 3177
64, 31899, 0, 0, 4214, 2878, 5636, 2865, 4407
64, 31999, 0, 0, 5103, 3498, 7071, 3748, 5580
65, 32099, 0, 0, 1112, 630, 1149, 1097, 1012
65, 32199, 0, 0, 2329, 1292, 2297, 2129, 1953
65, 32299, 0, 0, 3696, 2004, 3445, 3031, 2824
65, 32399, 0, 0, 5010, 2786, 4501, 3921, 3782
65, 32499, 0, 0, 6410, 3566, 5493, 4850, 4681
66, 32599, 0, 0, 1395, 900, 868, 969, 868
66, 32699, 0, 0, 2671, 1743, 1833, 2022, 1731
66, 32799, 0, 0, 3881, 2503, 2843, 3097, 2676
66, 32899, 0, 0, 5126, 3322, 3919, 3972, 3661
66, 32999, 0, 0, 6371, 4242, 4999, 4824, 4564
67, 33099, 0, 0, 1468, 758, 1058, 929, 787
67, 33199, 0, 0, 2673, 1507, 2176, 1777, 1867
67, 33299, 0, 0, 3892, 2233, 3327, 2511, 3037
67, 33399, 0, 0, 5169, 2926, 4506, 3210, 4189
67, 33499, 0, 0, 6462, 3614, 5672, 3884, 5368
68, 33599, 0, 0, 1510, 814, 1039, 728, 909
68, 33699, 0, 0, 2945, 1624, 2009, 1418, 2004
68, 33799, 0, 0, 4273, 2638, 2920, 2089, 3080
68, 33899, 26, 0, 5556, 3732, 3929, 2603, 4180
68, 33999, 0, 0, 6846, 4771, 4992, 3031, 5360
69, 34099, 0, 0, 1484, 828, 1150, 553, 985
69, 34199, 0, 0, 2823, 1789, 2281, 1116, 1991
69, 34299, 0, 0, 4170, 2723, 3433, 1646, 3028
69, 34399, 0, 0, 5513, 3645, 4588, 2202, 4052
69, 34499, 0, 0, 6726, 4635, 5732, 2768, 5139
70, 34599, 0, 0, 1414, 892, 1124, 756, 814
70, 34699, 0, 0, 2500, 1898, 2316, 1622, 1664
70, 34799, 0, 0, 3499, 2852, 3564, 2477, 2608
70, 34899, 0, 0, 4438, 3937, 4795, 3161, 3669
70, 34999, 0, 0, 5619, 4933, 6070, 3747, 4631
71, 35099, 0, 0, 1436, 864, 1217, 630, 853
71, 35199, 0, 0, 2473, 1920, 2474, 1296, 1837
71, 35299, 0, 0, 3659, 3086, 3694, 1911, 2650
71, 35399, 0, 0, 4913, 4413, 4826, 2545, 3303
71, 35499, 0, 0, 6077, 5856, 5861, 3251, 3955
72, 35599, 0, 0, 1632, 1078, 950, 640, 700
72, 35699, 0, 0, 2871, 2270, 1846, 1413, 1600
72, 35799, 0, 0, 4043, 3536, 2718, 2066, 2637
72, 35899, 0, 0, 5131, 4847, 3550, 2703, 3769
72, 35999, 0, 0, 6229, 5984, 4546, 3341, 4900
73, 36099, 0, 0, 1429, 976, 1033, 625, 937
73, 36199, 0, 0, 2563, 2014, 1953, 1312, 2158
73, 36299, 0, 0, 3692, 3024, 2777, 1999, 3508
73, 36399, 0, 0, 4989, 3932, 3698, 2623, 4758
73, 36499, 0, 0, 6384, 4708, 4658, 3282, 5968
74, 36599, 0, 0, 1371, 819, 798, 789, 1223
74, 36699, 0, 0, 2451, 1726, 1415, 1612, 2796
74, 36799, 0, 0, 3403, 2657, 2218, 2518, 4204
74, 36899, 0, 0, 4339, 3726, 3239, 3126, 5570
74, 36999, 0, 0, 5173, 4684, 4285, 3860, 6998
75, 37099, 0, 0, 1140, 713, 1184, 759, 1204
75, 37199, 0, 0, 2067, 1514, 2292, 1571, 2556
75, 37299, 0, 0, 3055, 2324, 3368, 2462, 3791
75, 37399, 0, 0, 4070, 3153, 4414, 3309, 5054
75, 37499, 0, 0, 5057, 3994, 5507, 4055, 6387
76, 37599, 0, 0, 1279, 883, 961, 658, 1219
76, 37699, 0, 0, 2565, 1963, 1759, 1390, 2323
76, 37799, 0, 0, 3690, 3150, 2521, 2040, 3599
76, 37899, 0, 0, 4724, 4387, 3311, 2769, 4809
76, 37999, 0, 0, 5745, 5577, 4225, 3527, 5926
77, 38099, 0, 0, 1292, 1037, 1057, 716, 898
77, 38199, 0, 0, 2404, 2226, 1959, 1496, 1915
77, 38299, 0, 0, 3773, 3162, 2949, 2404, 2712
77, 38399, 0, 0, 4943, 4118, 3861, 3400, 3678
77, 38499, 0, 0, 6012, 5225, 4712, 4395, 4656
78, 38599, 0, 0, 1529, 914, 870, 908, 779
78, 38699, 0, 0, 2721, 2191, 1600, 1728, 1760
78, 38799, 0, 0, 3916, 3538, 2178, 2508, 2860
78, 38899, 0, 0, 5062, 4888, 2876, 3162, 4012
78, 38999, 0, 0, 6239, 6165, 3577, 3815, 5204
79, 39099, 0, 0, 1686, 912, 904, 625, 873
79, 39199, 0, 0, 3118, 2095, 1688, 1388, 1711
79, 39299, 0, 0, 4452, 3320, 2448, 2189, 2591
79, 39399, 0, 0, 5866, 4510, 3171, 2895, 3558
79, 39499, 0, 0, 7289, 5630, 3963, 3524, 4594
80, 39599, 0, 0, 1524, 890, 1134, 604, 848
80, 39699, 0, 0, 2852, 1921, 2330, 1296, 1601
80, 39799, 0, 0, 4228, 2917, 3525, 1995, 2335
80, 39899, 0, 0, 5591, 3925, 4681, 2656, 3147
80, 39999, 0, 0, 7024, 4929, 5857, 3241, 3949
81, 40099, 0, 0, 1896, 718, 975, 573, 838
81, 40199, 0, 0, 3586, 1708, 1764, 1217, 1725
81, 40299, 0, 0, 5307, 2691, 2568, 1823, 2611
81, 40399, 0, 0, 7001, 3613, 3340, 2468, 3578
81, 40499, 0, 0, 8591, 4571, 3982, 3253, 4603
82, 40599, 0, 0, 1746, 850, 628, 697, 1079
82, 40699, 0, 0, 3309, 1825, 1308, 1466, 2092
82, 40799, 0, 0, 4744, 2966, 2083, 2201, 3006
82, 40899, 0, 0, 6184, 3972, 3065, 2893, 3886
82, 40999, 0, 0, 7710, 4933, 4098, 3572, 4687
83, 41099, 0, 0, 1900, 751, 1107, 638, 604
83, 41199, 0, 0, 3480, 1658, 2283, 1274, 1305
