--------------------------------------------------------------------------------
TIMESTAMP: 08:23:21.995 AM 29-Jun-2022
PARAMS:
  population 0
  wiggle-angle 45
  look-ahead 1
  sniff-threshold 0.9
  sniff-angle 45
  chemical-drop 3
  diffuse-share 1
  evaporation-rate 0.95
  cluster-threshold 25
  cluster-radius 10
  learning-turtles 50
  ticks-per-episode 500
  episodes 1500
  learning-rate 0.1
  discount-factor 0.9
  reward 100
  penalty -1
  e-greedy 0.5 0.9
ACTION SPACE: move-toward-chemical random-walk move-and-drop walk-and-drop drop-chemical
OBSERVATION SPACE: chemical-here in-cluster
REWARD: rewardFunc6
--------------------------------------------------------------------------------
Episode, Tick, Avg cluster size X tick, Avg reward X episode, move-toward-chemical, random-walk, move-and-drop, walk-and-drop, drop-chemical
298, 148999, 28.875, 0, 8914, 4350, 5227, 5143, 1366
299, 149099, 0, 0, 2281, 772, 893, 980, 74
299, 149199, 0, 0, 4336, 1859, 1655, 1970, 180
299, 149299, 0, 0, 6316, 3016, 2461, 2915, 292
299, 149399, 0, 0, 8277, 4187, 3141, 3981, 414
299, 149499, 0, 0, 10189, 5513, 3823, 4944, 531
300, 149599, 0, 0, 2452, 657, 1007, 653, 231
300, 149699, 0, 0, 4442, 1710, 1895, 1536, 417
300, 149799, 30.346153846153847, 0, 6017, 2951, 2891, 2528, 613
300, 149899, 33.09375, 0, 7231, 3791, 4496, 3476, 1006
300, 149999, 30.09090909090909, 0, 8404, 4643, 6062, 4386, 1505
301, 150099, 0, 0, 2283, 719, 968, 770, 260
301, 150199, 26.5, 0, 4175, 1836, 1762, 1705, 522
301, 150299, 32.53125, 0, 5508, 3034, 2689, 2746, 1023
301, 150399, 35.088235294117645, 0, 6594, 3999, 4033, 3754, 1620
301, 150499, 32.84615384615385, 0, 7716, 4916, 5458, 4814, 2096
302, 150599, 0, 0, 2441, 583, 1116, 802, 58
302, 150699, 0, 0, 4542, 1505, 2116, 1754, 83
302, 150799, 26, 0, 6694, 2493, 3033, 2687, 93
302, 150899, 26.333333333333332, 0, 8490, 3537, 3986, 3770, 217
302, 150999, 31.071428571428573, 0, 10066, 4530, 5045, 4802, 557
303, 151099, 0, 0, 2390, 869, 873, 734, 134
303, 151199, 0, 0, 4526, 1952, 1688, 1594, 240
303, 151299, 0, 0, 6665, 2985, 2559, 2447, 344
303, 151399, 0, 0, 8819, 4062, 3395, 3276, 448
303, 151499, 0, 0, 10965, 5095, 4275, 4107, 558
304, 151599, 0, 0, 2504, 627, 875, 792, 202
304, 151699, 27.545454545454547, 0, 4428, 1580, 1786, 1803, 403
304, 151799, 31.766666666666666, 0, 5981, 2452, 3037, 2814, 716
304, 151899, 30.689655172413794, 0, 7574, 3304, 4323, 3775, 1024
304, 151999, 28.77777777777778, 0, 9145, 4204, 5574, 4742, 1335
305, 152099, 0, 0, 2409, 748, 875, 778, 190
305, 152199, 0, 0, 4658, 1700, 1743, 1590, 309
305, 152299, 0, 0, 6897, 2758, 2604, 2289, 452
305, 152399, 26, 0, 8911, 3883, 3466, 3149, 591
305, 152499, 26.5, 0, 10431, 4942, 4546, 4211, 870
306, 152599, 0, 0, 2419, 732, 853, 736, 260
306, 152699, 0, 0, 4608, 1759, 1621, 1589, 423
306, 152799, 27.727272727272727, 0, 6591, 2781, 2442, 2506, 680
306, 152899, 31.586206896551722, 0, 8161, 3631, 3435, 3556, 1217
306, 152999, 32.8421052631579, 0, 9410, 4488, 4731, 4635, 1736
307, 153099, 0, 0, 2443, 772, 767, 672, 346
307, 153199, 0, 0, 4753, 1678, 1532, 1400, 637
307, 153299, 0, 0, 6940, 2662, 2280, 2286, 832
307, 153399, 35.44444444444444, 0, 8653, 3541, 3476, 3056, 1274
307, 153499, 32.13333333333333, 0, 9809, 4328, 4905, 4119, 1839
308, 153599, 0, 0, 2511, 676, 802, 731, 280
308, 153699, 27.444444444444443, 0, 4824, 1658, 1496, 1567, 455
308, 153799, 33.064516129032256, 0, 6047, 2774, 2624, 2575, 980
308, 153899, 36.078947368421055, 0, 7188, 3705, 3896, 3624, 1587
308, 153999, 32.142857142857146, 0, 8211, 4579, 5364, 4629, 2217
309, 154099, 0, 0, 2713, 495, 899, 512, 381
309, 154199, 0, 0, 5206, 1335, 1617, 1223, 619
309, 154299, 0, 0, 7627, 2269, 2329, 1919, 856
309, 154399, 0, 0, 10078, 3112, 3101, 2565, 1144
309, 154499, 0, 0, 12316, 4051, 3866, 3307, 1460
310, 154599, 0, 0, 2606, 639, 822, 599, 334
310, 154699, 0, 0, 5016, 1463, 1603, 1338, 580
310, 154799, 0, 0, 7361, 2406, 2317, 2101, 815
310, 154899, 0, 0, 9656, 3433, 3026, 2807, 1078
310, 154999, 0, 0, 11802, 4517, 3737, 3582, 1362
311, 155099, 0, 0, 2685, 533, 936, 463, 383
311, 155199, 0, 0, 5081, 1342, 1780, 1100, 697
311, 155299, 0, 0, 7294, 2259, 2577, 1931, 939
311, 155399, 0, 0, 9640, 3128, 3426, 2678, 1128
311, 155499, 28, 0, 11212, 4297, 4424, 3609, 1458
312, 155599, 0, 0, 2567, 726, 887, 537, 283
312, 155699, 0, 0, 4750, 1723, 1728, 1295, 504
312, 155799, 27.8, 0, 6655, 2731, 2545, 2197, 872
312, 155899, 29.96, 0, 8557, 3700, 3468, 3012, 1263
312, 155999, 29.4, 0, 10261, 4588, 4558, 3955, 1638
313, 156099, 0, 0, 2350, 843, 861, 684, 262
313, 156199, 0, 0, 4462, 1894, 1687, 1586, 371
313, 156299, 0, 0, 6521, 3032, 2417, 2496, 534
313, 156399, 0, 0, 8444, 4092, 3352, 3348, 764
313, 156499, 0, 0, 10422, 5322, 4115, 4099, 1042
314, 156599, 0, 0, 2511, 761, 892, 486, 350
314, 156699, 0, 0, 4627, 1808, 1680, 1206, 679
314, 156799, 0, 0, 6889, 2775, 2456, 1922, 958
314, 156899, 29.25925925925926, 0, 8429, 3894, 3460, 2723, 1494
314, 156999, 29.142857142857142, 0, 9708, 4861, 4903, 3346, 2182
315, 157099, 26, 0, 2517, 678, 980, 496, 329
315, 157199, 27.047619047619047, 0, 4392, 1756, 1856, 1286, 710
315, 157299, 28.458333333333332, 0, 6179, 2773, 2814, 2088, 1146
315, 157399, 28.772727272727273, 0, 7743, 3907, 3755, 2872, 1723
315, 157499, 26, 0, 9370, 4958, 4682, 3597, 2393
316, 157599, 0, 0, 2419, 600, 1019, 516, 446
316, 157699, 0, 0, 4577, 1660, 1883, 1076, 804
316, 157799, 0, 0, 6605, 2851, 2670, 1762, 1112
316, 157899, 0, 0, 8651, 4048, 3451, 2436, 1414
316, 157999, 0, 0, 10714, 5193, 4241, 3119, 1733
317, 158099, 0, 0, 2372, 765, 938, 516, 409
317, 158199, 0, 0, 4508, 1787, 1787, 1136, 782
317, 158299, 0, 0, 6739, 2755, 2600, 1765, 1141
317, 158399, 0, 0, 8900, 3850, 3387, 2417, 1446
317, 158499, 0, 0, 10991, 4987, 4191, 3082, 1749
318, 158599, 0, 0, 2378, 799, 816, 563, 444
318, 158699, 0, 0, 4462, 1933, 1601, 1151, 853
318, 158799, 0, 0, 6461, 3092, 2476, 1813, 1158
318, 158899, 0, 0, 8469, 4238, 3282, 2494, 1517
318, 158999, 0, 0, 10490, 5385, 4059, 3148, 1918
319, 159099, 0, 0, 2279, 846, 901, 522, 452
319, 159199, 0, 0, 4426, 1809, 1780, 1090, 895
319, 159299, 0, 0, 6487, 2891, 2585, 1692, 1345
319, 159399, 0, 0, 8532, 4005, 3364, 2326, 1773
319, 159499, 0, 0, 10587, 5133, 4154, 2949, 2177
320, 159599, 0, 0, 2669, 536, 940, 383, 472
320, 159699, 0, 0, 4820, 1553, 1791, 1024, 812
320, 159799, 0, 0, 6899, 2627, 2562, 1762, 1150
320, 159899, 0, 0, 8940, 3796, 3319, 2466, 1479
320, 159999, 0, 0, 10886, 5002, 4084, 3215, 1813
321, 160099, 0, 0, 2274, 903, 840, 625, 358
321, 160199, 0, 0, 4342, 2006, 1672, 1322, 658
321, 160299, 0, 0, 6494, 3072, 2492, 2000, 942
321, 160399, 0, 0, 8541, 4222, 3278, 2760, 1199
321, 160499, 0, 0, 10485, 5402, 4047, 3612, 1454
322, 160599, 0, 0, 2313, 767, 875, 716, 329
322, 160699, 0, 0, 4153, 1987, 1675, 1612, 573
322, 160799, 0, 0, 6070, 3198, 2433, 2435, 864
322, 160899, 32.41935483870968, 0, 7845, 4309, 3263, 3253, 1330
322, 160999, 34.3125, 0, 9164, 5123, 4524, 4104, 2085
323, 161099, 0, 0, 2305, 807, 775, 716, 397
323, 161199, 0, 0, 4322, 1867, 1558, 1587, 666
323, 161299, 0, 0, 6333, 2962, 2331, 2444, 930
323, 161399, 0, 0, 8435, 3985, 3160, 3224, 1196
323, 161499, 0, 0, 10565, 5024, 3973, 3968, 1470
324, 161599, 0, 0, 2257, 868, 896, 675, 304
324, 161699, 0, 0, 4209, 2078, 1699, 1505, 509
324, 161799, 0, 0, 6083, 3333, 2524, 2351, 709
324, 161899, 0, 0, 7919, 4559, 3386, 3197, 939
324, 161999, 0, 0, 9844, 5783, 4196, 4033, 1144
325, 162099, 0, 0, 2435, 644, 1038, 607, 276
325, 162199, 0, 0, 4565, 1592, 2069, 1320, 454
325, 162299, 0, 0, 6617, 2625, 3030, 2094, 634
325, 162399, 0, 0, 8629, 3761, 3982, 2825, 803
325, 162499, 0, 0, 10618, 4823, 5024, 3580, 955
326, 162599, 0, 0, 2369, 710, 1117, 646, 158
326, 162699, 0, 0, 4438, 1797, 2216, 1282, 267
326, 162799, 26.90909090909091, 0, 6291, 2941, 3268, 2071, 429
326, 162899, 29.375, 0, 7751, 4040, 4407, 3040, 762
326, 162999, 32.18181818181818, 0, 9091, 4898, 5714, 4053, 1244
327, 163099, 0, 0, 2444, 796, 1022, 578, 160
327, 163199, 26, 0, 4439, 2002, 2057, 1338, 164
327, 163299, 28.333333333333332, 0, 6175, 3331, 3065, 2202, 227
327, 163399, 28.263157894736842, 0, 7513, 4708, 4167, 3064, 548
327, 163499, 27.5, 0, 8877, 6057, 5353, 3778, 935
328, 163599, 0, 0, 2299, 808, 1093, 622, 178
328, 163699, 28.291666666666668, 0, 3817, 1980, 2156, 1499, 548
328, 163799, 36.5, 0, 5097, 3016, 3388, 2250, 1249
328, 163899, 35.611111111111114, 0, 6345, 3918, 4733, 3057, 1947
328, 163999, 31.142857142857142, 0, 7616, 4707, 6183, 3856, 2638
329, 164099, 0, 0, 2516, 660, 1191, 486, 147
329, 164199, 27.066666666666666, 0, 4547, 1734, 2331, 1146, 242
329, 164299, 32.758620689655174, 0, 6010, 2573, 3494, 2061, 862
329, 164399, 32.645161290322584, 0, 7423, 3387, 4644, 3029, 1517
329, 164499, 29.75, 0, 8798, 4233, 5786, 3976, 2207
330, 164599, 0, 0, 2331, 835, 1141, 475, 218
330, 164699, 26, 0, 4147, 2219, 2168, 1107, 359
330, 164799, 26.625, 0, 5847, 3613, 3202, 1774, 564
330, 164899, 27.4, 0, 7462, 4993, 4316, 2452, 777
330, 164999, 26, 0, 8924, 6463, 5458, 3108, 1047
331, 165099, 0, 0, 2301, 835, 1191, 434, 239
331, 165199, 0, 0, 4230, 1976, 2460, 933, 401
331, 165299, 0, 0, 6160, 3236, 3610, 1438, 556
331, 165399, 0, 0, 8160, 4455, 4757, 1964, 664
331, 165499, 28.4, 0, 9822, 5715, 5773, 2719, 971
332, 165599, 0, 0, 2251, 895, 1056, 463, 335
332, 165699, 30.233333333333334, 0, 3850, 2057, 2190, 1110, 793
332, 165799, 31.181818181818183, 0, 5268, 2782, 3728, 1785, 1437
332, 165899, 33.27272727272727, 0, 6654, 3493, 5330, 2433, 2090
332, 165999, 27.5, 0, 7996, 4195, 6933, 3105, 2771
333, 166099, 0, 0, 2204, 824, 1167, 536, 269
333, 166199, 27.2, 0, 4112, 1901, 2413, 1117, 457
333, 166299, 29.347826086956523, 0, 5650, 2934, 3530, 2021, 865
333, 166399, 27.555555555555557, 0, 7111, 3916, 4701, 2929, 1343
333, 166499, 27.625, 0, 8551, 4975, 5953, 3679, 1842
334, 166599, 31.571428571428573, 0, 1826, 808, 1165, 656, 545
334, 166699, 34.88235294117647, 0, 3218, 1526, 2609, 1401, 1246
334, 166799, 35.205882352941174, 0, 4571, 2129, 4125, 2171, 2004
334, 166899, 35.1764705882353, 0, 5864, 2892, 5488, 2928, 2828
334, 166999, 31.625, 0, 7158, 3624, 6920, 3663, 3635
335, 167099, 0, 0, 2219, 826, 1206, 568, 181
335, 167199, 0, 0, 4178, 1883, 2478, 1165, 296
335, 167299, 0, 0, 6125, 3011, 3601, 1808, 455
335, 167399, 0, 0, 8080, 4263, 4663, 2360, 634
335, 167499, 0, 0, 9875, 5587, 5764, 2952, 822
336, 167599, 0, 0, 2208, 925, 1050, 584, 233
336, 167699, 26.923076923076923, 0, 4045, 2050, 2237, 1175, 493
336, 167799, 0, 0, 5564, 3144, 3448, 1892, 952
336, 167899, 26, 0, 7493, 4231, 4506, 2522, 1248
336, 167999, 26, 0, 9234, 5341, 5655, 3157, 1613
337, 168099, 26, 0, 2242, 919, 1025, 534, 280
337, 168199, 29.045454545454547, 0, 3926, 1966, 2087, 1315, 706
337, 168299, 30.285714285714285, 0, 5503, 2814, 3268, 2161, 1254
337, 168399, 31.666666666666668, 0, 6956, 3518, 4574, 3056, 1896
337, 168499, 29.555555555555557, 0, 8325, 4264, 5892, 3948, 2571
338, 168599, 0, 0, 2379, 780, 1165, 414, 262
338, 168699, 0, 0, 4407, 1915, 2300, 937, 441
338, 168799, 0, 0, 6252, 3129, 3448, 1582, 589
338, 168899, 0, 0, 8221, 4298, 4549, 2179, 753
338, 168999, 0, 0, 10234, 5464, 5647, 2778, 877
339, 169099, 26, 0, 2299, 920, 927, 597, 257
339, 169199, 26, 0, 4042, 2229, 1885, 1260, 584
339, 169299, 0, 0, 6090, 3398, 2849, 1939, 724
339, 169399, 27.75, 0, 8035, 4429, 3760, 2750, 1026
339, 169499, 29.333333333333332, 0, 9768, 5232, 4746, 3679, 1575
340, 169599, 26, 0, 2318, 762, 909, 812, 199
340, 169699, 0, 0, 4372, 1878, 1817, 1585, 348
340, 169799, 0, 0, 6306, 3091, 2792, 2335, 476
340, 169899, 30.535714285714285, 0, 8052, 4317, 3790, 3117, 724
340, 169999, 28.714285714285715, 0, 9606, 5080, 5045, 4005, 1264
341, 170099, 0, 0, 2407, 892, 887, 657, 157
341, 170199, 0, 0, 4536, 2046, 1840, 1353, 225
341, 170299, 28, 0, 6497, 3169, 2810, 2200, 324
341, 170399, 28.17391304347826, 0, 7935, 4145, 3945, 3188, 787
341, 170499, 27.333333333333332, 0, 9412, 5074, 5141, 4053, 1320
342, 170599, 0, 0, 2317, 1055, 901, 592, 135
342, 170699, 0, 0, 4457, 2246, 1905, 1181, 211
342, 170799, 0, 0, 6729, 3331, 2854, 1715, 371
342, 170899, 0, 0, 8943, 4551, 3784, 2261, 461
342, 170999, 27.333333333333332, 0, 10821, 5748, 4750, 3001, 680
343, 171099, 0, 0, 2460, 835, 1004, 533, 168
343, 171199, 0, 0, 4734, 1895, 2004, 1086, 281
343, 171299, 26.666666666666668, 0, 6823, 3129, 2925, 1764, 359
343, 171399, 28.11764705882353, 0, 8452, 4445, 3965, 2574, 564
343, 171499, 26.5, 0, 10077, 5667, 5080, 3386, 790
344, 171599, 0, 0, 2360, 990, 885, 609, 156
344, 171699, 0, 0, 4593, 2115, 1853, 1211, 228
344, 171799, 34.36363636363637, 0, 6330, 3221, 2890, 2005, 554
344, 171899, 33.56666666666667, 0, 7733, 4087, 4225, 2861, 1094
344, 171999, 30.875, 0, 9001, 5029, 5721, 3599, 1650
345, 172099, 0, 0, 2298, 1031, 898, 608, 165
345, 172199, 28.26923076923077, 0, 3863, 2061, 1904, 1527, 645
345, 172299, 30.413793103448278, 0, 5260, 3037, 2925, 2466, 1312
345, 172399, 32.06896551724138, 0, 6524, 4031, 4001, 3506, 1938
345, 172499, 31.214285714285715, 0, 7740, 4932, 5134, 4533, 2661
346, 172599, 28.47826086956522, 0, 2072, 963, 986, 733, 246
346, 172699, 30.566666666666666, 0, 3616, 1738, 2237, 1599, 810
346, 172799, 32.13793103448276, 0, 5207, 2408, 3505, 2524, 1356
346, 172899, 33.806451612903224, 0, 6756, 3102, 4736, 3473, 1933
346, 172999, 29.416666666666668, 0, 8257, 3917, 5971, 4264, 2591
347, 173099, 0, 0, 2656, 766, 888, 499, 191
347, 173199, 0, 0, 5044, 1797, 1844, 1026, 289
347, 173299, 0, 0, 7391, 2914, 2730, 1591, 374
347, 173399, 0, 0, 9668, 4063, 3591, 2262, 416
347, 173499, 0, 0, 11940, 5207, 4433, 2950, 470
348, 173599, 0, 0, 2548, 835, 916, 530, 171
348, 173699, 0, 0, 4842, 1969, 1781, 1151, 257
348, 173799, 27.90909090909091, 0, 6671, 2784, 3000, 1932, 613
348, 173899, 29.77777777777778, 0, 8227, 3348, 4611, 2769, 1045
348, 173999, 26.5, 0, 9737, 3964, 6232, 3605, 1462
349, 174099, 0, 0, 2546, 686, 941, 732, 95
349, 174199, 0, 0, 4748, 1719, 1991, 1430, 112
349, 174299, 34.36363636363637, 0, 6622, 2741, 3052, 2275, 310
349, 174399, 37.41025641025641, 0, 7923, 3639, 4285, 3161, 992
349, 174499, 33.86666666666667, 0, 9057, 4522, 5532, 4176, 1713
350, 174599, 0, 0, 2487, 669, 865, 817, 162
350, 174699, 0, 0, 4636, 1625, 1855, 1656, 228
350, 174799, 0, 0, 6715, 2681, 2840, 2441, 323
350, 174899, 0, 0, 8860, 3779, 3741, 3218, 402
350, 174999, 29, 0, 10541, 4880, 4759, 4160, 660
351, 175099, 0, 0, 2548, 731, 892, 692, 137
351, 175199, 26, 0, 4577, 1905, 1842, 1437, 239
351, 175299, 0, 0, 6653, 3015, 2776, 2242, 314
351, 175399, 0, 0, 8967, 4000, 3762, 2889, 382
351, 175499, 26, 0, 10703, 4801, 5053, 3460, 983
352, 175599, 0, 0, 2457, 794, 829, 777, 143
352, 175699, 0, 0, 4791, 1738, 1711, 1570, 190
352, 175799, 0, 0, 7027, 2748, 2670, 2346, 209
352, 175899, 26, 0, 9214, 3930, 3526, 3086, 244
352, 175999, 0, 0, 10904, 5117, 4332, 4253, 394
353, 176099, 0, 0, 2469, 797, 793, 807, 134
353, 176199, 0, 0, 4739, 1681, 1657, 1676, 247
353, 176299, 30.76, 0, 6662, 2810, 2699, 2398, 431
353, 176399, 35.05714285714286, 0, 8025, 3638, 4026, 3441, 870
353, 176499, 32.916666666666664, 0, 9374, 4476, 5309, 4414, 1427
354, 176599, 0, 0, 2399, 998, 813, 636, 154
354, 176699, 0, 0, 4737, 2225, 1566, 1234, 238
354, 176799, 0, 0, 6945, 3489, 2327, 1916, 323
354, 176899, 27.642857142857142, 0, 9022, 4690, 3137, 2578, 573
354, 176999, 26, 0, 10523, 5819, 4138, 3399, 1121
355, 177099, 0, 0, 2371, 1020, 812, 587, 210
355, 177199, 0, 0, 4468, 2317, 1641, 1214, 360
355, 177299, 26.818181818181817, 0, 6584, 3611, 2347, 1853, 605
355, 177399, 26, 0, 8402, 4889, 3096, 2571, 1042
355, 177499, 28.142857142857142, 0, 9978, 5940, 4035, 3571, 1476
356, 177599, 0, 0, 2627, 908, 755, 519, 191
356, 177699, 0, 0, 5036, 2012, 1594, 1025, 333
356, 177799, 32.06666666666667, 0, 6533, 3219, 2677, 1852, 719
356, 177899, 31.714285714285715, 0, 7839, 4284, 3908, 2776, 1193
356, 177999, 29.384615384615383, 0, 9045, 5259, 5193, 3726, 1777
357, 178099, 0, 0, 2636, 726, 855, 503, 280
357, 178199, 0, 0, 4979, 1842, 1631, 1094, 454
357, 178299, 0, 0, 7110, 3186, 2397, 1732, 575
357, 178399, 0, 0, 9260, 4466, 3179, 2418, 677
357, 178499, 28, 0, 11259, 5815, 3956, 3130, 840
358, 178599, 0, 0, 2523, 872, 743, 604, 258
358, 178699, 0, 0, 4746, 1995, 1486, 1341, 432
358, 178799, 0, 0, 6940, 3142, 2218, 2066, 634
358, 178899, 27, 0, 9062, 4335, 2963, 2724, 916
358, 178999, 31.923076923076923, 0, 10375, 5180, 4103, 3779, 1563
359, 179099, 0, 0, 2479, 888, 730, 604, 299
359, 179199, 0, 0, 4767, 1923, 1468, 1320, 522
359, 179299, 26, 0, 6917, 3162, 2156, 2062, 703
359, 179399, 0, 0, 9178, 4449, 2814, 2689, 870
359, 179499, 0, 0, 11080, 5832, 3492, 3474, 1122
360, 179599, 0, 0, 2454, 819, 721, 656, 350
360, 179699, 0, 0, 4642, 1916, 1465, 1371, 606
360, 179799, 0, 0, 6810, 3049, 2144, 2139, 858
360, 179899, 27.9, 0, 8778, 4349, 2849, 2948, 1076
360, 179999, 27.5, 0, 10833, 5639, 3576, 3666, 1286
361, 180099, 0, 0, 2499, 775, 694, 757, 275
361, 180199, 26.272727272727273, 0, 4742, 1841, 1372, 1566, 479
361, 180299, 31.51851851851852, 0, 6151, 2969, 2464, 2405, 1011
361, 180399, 31.9, 0, 7608, 3777, 3862, 3229, 1524
361, 180499, 32.526315789473685, 0, 9009, 4534, 5309, 4076, 2072
362, 180599, 0, 0, 2488, 897, 728, 610, 277
362, 180699, 0, 0, 4686, 2063, 1441, 1308, 502
362, 180799, 0, 0, 6999, 3207, 2149, 1943, 702
362, 180899, 0, 0, 9234, 4409, 2868, 2566, 923
362, 180999, 0, 0, 11465, 5729, 3517, 3165, 1124
363, 181099, 0, 0, 2421, 979, 664, 660, 276
363, 181199, 26.65, 0, 4207, 2165, 1358, 1661, 609
363, 181299, 31.483870967741936, 0, 5841, 3392, 2129, 2596, 1042
363, 181399, 30.24, 0, 7369, 4105, 3226, 3524, 1776
363, 181499, 31.923076923076923, 0, 8773, 4799, 4624, 4386, 2418
364, 181599, 0, 0, 2618, 932, 830, 399, 221
364, 181699, 0, 0, 4711, 2281, 1707, 973, 328
364, 181799, 27.5, 0, 6824, 3661, 2572, 1532, 411
364, 181899, 33.333333333333336, 0, 8337, 4647, 3902, 2199, 915
364, 181999, 28.444444444444443, 0, 9847, 5479, 5372, 2821, 1481
365, 182099, 0, 0, 2547, 885, 952, 491, 125
365, 182199, 0, 0, 4611, 2220, 1984, 1022, 163
365, 182299, 27.666666666666668, 0, 6511, 3524, 3106, 1627, 232
365, 182399, 34.911764705882355, 0, 7780, 4558, 4390, 2483, 789
365, 182499, 32.53846153846154, 0, 9024, 5464, 5807, 3335, 1370
366, 182599, 0, 0, 2510, 730, 978, 544, 238
366, 182699, 26, 0, 4662, 1762, 2035, 1188, 353
366, 182799, 26.928571428571427, 0, 6244, 2914, 3154, 2045, 643
366, 182899, 33.65714285714286, 0, 7795, 4114, 4206, 2878, 1007
366, 182999, 29.545454545454547, 0, 9176, 4847, 5580, 3785, 1612
367, 183099, 0, 0, 2424, 844, 991, 601, 140
367, 183199, 0, 0, 4499, 2101, 1977, 1263, 160
367, 183299, 0, 0, 6569, 3421, 2949, 1854, 207
367, 183399, 27.142857142857142, 0, 8497, 4629, 3993, 2506, 375
367, 183499, 28.666666666666668, 0, 10127, 5896, 5103, 3347, 527
368, 183599, 0, 0, 2539, 819, 963, 492, 187
368, 183699, 30.92, 0, 4229, 1968, 2104, 1174, 525
368, 183799, 32.148148148148145, 0, 5368, 3023, 3377, 2090, 1142
368, 183899, 31.785714285714285, 0, 6383, 3988, 4834, 3054, 1741
368, 183999, 28.5, 0, 7518, 4938, 6288, 3915, 2341
369, 184099, 0, 0, 2662, 721, 909, 571, 137
369, 184199, 0, 0, 4819, 1862, 1918, 1235, 166
369, 184299, 29, 0, 6974, 3055, 2932, 1867, 172
369, 184399, 27.666666666666668, 0, 8712, 4121, 4127, 2669, 371
369, 184499, 26.5, 0, 10322, 5015, 5461, 3489, 713
370, 184599, 0, 0, 2644, 696, 878, 630, 152
370, 184699, 0, 0, 4817, 1725, 1865, 1343, 250
370, 184799, 0, 0, 6923, 2828, 2819, 2125, 305
370, 184899, 0, 0, 8887, 4164, 3713, 2876, 360
370, 184999, 26, 0, 10775, 5510, 4638, 3635, 442
371, 185099, 0, 0, 2227, 930, 849, 813, 181
371, 185199, 28.304347826086957, 0, 4202, 1871, 1911, 1506, 510
371, 185299, 26.25, 0, 6128, 2957, 2882, 2243, 790
371, 185399, 26, 0, 7813, 4236, 3794, 3131, 1026
371, 185499, 28.666666666666668, 0, 9616, 5046, 4907, 3967, 1464
372, 185599, 0, 0, 2444, 740, 920, 764, 132
372, 185699, 0, 0, 4309, 2010, 1830, 1676, 175
372, 185799, 0, 0, 6238, 3226, 2679, 2643, 214
372, 185899, 26, 0, 8102, 4542, 3519, 3564, 273
372, 185999, 0, 0, 10017, 5868, 4305, 4361, 449
373, 186099, 0, 0, 2416, 922, 806, 786, 70
373, 186199, 31.379310344827587, 0, 4194, 2070, 1728, 1696, 312
373, 186299, 37.625, 0, 5497, 2888, 2932, 2745, 938
373, 186399, 41.5, 0, 6546, 3708, 4397, 3706, 1643
373, 186499, 31, 0, 7626, 4479, 5911, 4644, 2340
374, 186599, 27.166666666666668, 0, 2622, 740, 883, 536, 219
374, 186699, 26.3, 0, 4282, 1889, 1929, 1312, 588
374, 186799, 27.22222222222222, 0, 5764, 2848, 3184, 2042, 1162
374, 186899, 30.076923076923077, 0, 7009, 3560, 4746, 2873, 1812
374, 186999, 29.545454545454547, 0, 8131, 4342, 6300, 3617, 2610
375, 187099, 0, 0, 2435, 885, 819, 495, 366
375, 187199, 0, 0, 4846, 1867, 1646, 982, 659
375, 187299, 0, 0, 6962, 3099, 2320, 1619, 1000
375, 187399, 0, 0, 9062, 4371, 2944, 2270, 1353
375, 187499, 0, 0, 11405, 5605, 3498, 2793, 1699
376, 187599, 0, 0, 2452, 1007, 609, 591, 341
376, 187699, 0, 0, 4721, 2226, 1204, 1193, 656
376, 187799, 26.8, 0, 6875, 3623, 1744, 1810, 948
376, 187899, 34.65714285714286, 0, 8176, 4678, 2729, 2727, 1690
376, 187999, 31.692307692307693, 0, 9314, 5478, 3939, 3751, 2518
377, 188099, 0, 0, 2477, 876, 647, 660, 340
377, 188199, 27.583333333333332, 0, 4447, 1910, 1362, 1481, 800
377, 188299, 29.12, 0, 6085, 2928, 2327, 2260, 1400
377, 188399, 31.533333333333335, 0, 7620, 3896, 3459, 2992, 2033
377, 188499, 26.75, 0, 9076, 4859, 4611, 3801, 2653
378, 188599, 0, 0, 2559, 826, 724, 553, 338
378, 188699, 0, 0, 4700, 2090, 1344, 1182, 684
378, 188799, 0, 0, 6895, 3367, 1927, 1880, 931
378, 188899, 27, 0, 8887, 4716, 2488, 2655, 1254
378, 188999, 0, 0, 10501, 5997, 3349, 3279, 1874
379, 189099, 0, 0, 2740, 843, 676, 521, 220
379, 189199, 0, 0, 5032, 1931, 1336, 1210, 491
379, 189299, 33, 0, 6710, 3002, 2263, 1980, 1045
379, 189399, 35.94444444444444, 0, 8066, 3768, 3551, 2751, 1864
379, 189499, 30.5, 0, 9451, 4471, 4911, 3504, 2663
380, 189599, 0, 0, 2586, 819, 676, 622, 297
380, 189699, 26.76923076923077, 0, 4737, 1983, 1302, 1333, 645
380, 189799, 28.11111111111111, 0, 6404, 3279, 2012, 2174, 1131
380, 189899, 29.157894736842106, 0, 7874, 4423, 2890, 2977, 1836
380, 189999, 28.75, 0, 9154, 5520, 3830, 3835, 2661
381, 190099, 0, 0, 2507, 900, 625, 611, 357
381, 190199, 0, 0, 4541, 2030, 1349, 1292, 788
381, 190299, 0, 0, 6644, 3263, 2018, 1870, 1205
381, 190399, 0, 0, 8756, 4535, 2648, 2428, 1633
381, 190499, 0, 0, 10861, 5839, 3304, 2940, 2056
382, 190599, 0, 0, 2749, 824, 539, 538, 350
