--------------------------------------------------------------------------------
TIMESTAMP: 02:41:55.409 PM 16-Jun-2022
PARAMS:
  population 0
  wiggle-angle 45
  look-ahead 1
  sniff-threshold 0.9
  sniff-angle 45
  chemical-drop 3
  diffuse-share 1
  evaporation-rate 0.95
  cluster-threshold 25
  cluster-radius 10
  learning-turtles 50
  ticks-per-episode 250
  episodes 500
  learning-rate 0.1
  discount-factor 0.9
  reward 100
  penalty -1
  e-greedy 0.5 0.9
ACTION SPACE: move-toward-chemical random-walk drop-chemical
OBSERVATION SPACE: chemical-here in-cluster
REWARD: rewardFunc6
--------------------------------------------------------------------------------
Episode, Tick, Avg custer size X tick, Avg reward X episode, Actions distribution
0, 50, 0, 0
0, 100, 0, 0
0, 150, 0, 0
0, 200, 0, 0
1, 250, 0, 4226.776000000001
1, 300, 0, 0
1, 350, 0, 0
1, 400, 0, 0
1, 450, 0, 0
2, 500, 0, 3109.144
2, 550, 0, 0
2, 600, 0, 0
2, 650, 0, 0
2, 700, 0, 0
3, 750, 0, 4004.4845599999994
3, 800, 0, 0
3, 850, 0, 0
3, 900, 0, 0
3, 950, 0, 0
4, 1000, 0, 3451.1599999999994
4, 1050, 0, 0
4, 1100, 0, 0
4, 1150, 0, 0
4, 1200, 0, 0
5, 1250, 0, 3371.9280000000003
5, 1300, 0, 0
5, 1350, 0, 0
5, 1400, 0, 0
5, 1450, 0, 0
6, 1500, 0, 4122.615999999999
6, 1550, 0, 0
6, 1600, 0, 0
6, 1650, 0, 0
6, 1700, 0, 0
7, 1750, 0, 3440.9199999999996
7, 1800, 0, 0
7, 1850, 0, 0
7, 1900, 0, 0
7, 1950, 0, 0
8, 2000, 0, 4399.352
8, 2050, 0, 0
8, 2100, 0, 0
8, 2150, 0, 0
8, 2200, 0, 0
9, 2250, 0, 3755.064
9, 2300, 0, 0
9, 2350, 26, 0
9, 2400, 0, 0
9, 2450, 27.4, 0
10, 2500, 27.6, 5066.144079999998
10, 2550, 0, 0
10, 2600, 0, 0
10, 2650, 0, 0
10, 2700, 26.714285714285715, 0
11, 2750, 0, 4887.411320000001
11, 2800, 0, 0
11, 2850, 0, 0
11, 2900, 28.555555555555557, 0
11, 2950, 27.647058823529413, 0
12, 3000, 27.25, 5284.953400000001
12, 3050, 0, 0
12, 3100, 0, 0
12, 3150, 0, 0
12, 3200, 26.5, 0
13, 3250, 28, 4839.630400000001
13, 3300, 0, 0
13, 3350, 0, 0
13, 3400, 27.866666666666667, 0
13, 3450, 28.176470588235293, 0
14, 3500, 27, 5272.338039999999
14, 3550, 0, 0
14, 3600, 0, 0
14, 3650, 0, 0
14, 3700, 0, 0
15, 3750, 0, 4510.5520000000015
15, 3800, 0, 0
15, 3850, 0, 0
15, 3900, 0, 0
15, 3950, 0, 0
16, 4000, 0, 3557.3680000000018
16, 4050, 0, 0
16, 4100, 0, 0
16, 4150, 0, 0
16, 4200, 0, 0
17, 4250, 0, 3995.704
17, 4300, 0, 0
17, 4350, 0, 0
17, 4400, 26, 0
17, 4450, 26.6, 0
18, 4500, 0, 4811.801160000001
18, 4550, 0, 0
18, 4600, 0, 0
18, 4650, 0, 0
18, 4700, 0, 0
19, 4750, 0, 4962.455999999999
19, 4800, 0, 0
19, 4850, 0, 0
19, 4900, 0, 0
19, 4950, 26.428571428571427, 0
20, 5000, 26, 5022.223440000001
20, 5050, 0, 0
20, 5100, 0, 0
20, 5150, 0, 0
20, 5200, 27.2, 0
21, 5250, 0, 5058.064519999999
21, 5300, 0, 0
21, 5350, 0, 0
21, 5400, 0, 0
21, 5450, 0, 0
22, 5500, 0, 4034.360000000001
22, 5550, 0, 0
22, 5600, 0, 0
22, 5650, 0, 0
22, 5700, 26.9375, 0
23, 5750, 29, 4679.958520000001
23, 5800, 0, 0
23, 5850, 0, 0
23, 5900, 26.6, 0
23, 5950, 27, 0
24, 6000, 0, 5235.31664
24, 6050, 0, 0
24, 6100, 0, 0
24, 6150, 0, 0
24, 6200, 0, 0
25, 6250, 0, 4340.695999999999
25, 6300, 0, 0
25, 6350, 0, 0
25, 6400, 0, 0
25, 6450, 0, 0
26, 6500, 0, 4589.079999999999
26, 6550, 0, 0
26, 6600, 0, 0
26, 6650, 0, 0
26, 6700, 0, 0
27, 6750, 28.666666666666668, 4503.397400000001
27, 6800, 0, 0
27, 6850, 0, 0
