--------------------------------------------------------------------------------
TIMESTAMP: 07:08:42.403 AM 24-Jun-2022
PARAMS:
  population 0
  wiggle-angle 45
  look-ahead 1
  sniff-threshold 0.9
  sniff-angle 45
  chemical-drop 3
  diffuse-share 1
  evaporation-rate 0.95
  cluster-threshold 25
  cluster-radius 10
  learning-turtles 50
  ticks-per-episode 500
  episodes 1500
  learning-rate 0.9
  discount-factor 0.9
  reward 100
  penalty -1
  e-greedy 0.5 0.9
ACTION SPACE: move-toward-chemical random-walk drop-chemical
OBSERVATION SPACE: chemical-here in-cluster
REWARD: rewardFunc8
--------------------------------------------------------------------------------
Episode, Tick, Avg cluster size X tick, Avg reward X episode, move-toward-chemical, random-walk, drop-chemical
27, 13099, 0, 0, 1740, 1559, 1701
27, 13199, 0, 0, 3285, 2962, 3753
27, 13299, 0, 0, 4724, 4253, 6023
27, 13399, 27, 0, 6248, 5630, 8122
27, 13499, 27.666666666666668, 0, 7852, 6946, 10202
28, 13599, 0, 0, 1884, 1318, 1798
28, 13699, 0, 0, 3662, 2440, 3898
28, 13799, 0, 0, 5164, 3776, 6060
28, 13899, 0, 0, 6815, 4538, 8647
28, 13999, 0, 0, 8543, 5312, 11145
29, 14099, 0, 0, 1699, 1356, 1945
29, 14199, 0, 0, 2933, 2779, 4288
29, 14299, 0, 0, 3875, 4087, 7038
29, 14399, 0, 0, 4747, 5192, 10061
29, 14499, 0, 0, 6081, 5878, 13041
30, 14599, 0, 0, 1852, 1342, 1806
30, 14699, 32.1, 0, 3418, 2409, 4173
30, 14799, 38.38461538461539, 0, 5325, 3058, 6617
30, 14899, 36.60526315789474, 0, 6774, 3905, 9321
30, 14999, 33.333333333333336, 0, 7785, 4977, 12238
31, 15099, 0, 0, 2067, 1477, 1456
31, 15199, 0, 0, 3819, 2940, 3241
31, 15299, 0, 0, 5087, 3968, 5945
31, 15399, 27.285714285714285, 0, 6468, 4765, 8767
31, 15499, 26.666666666666668, 0, 7914, 5693, 11393
32, 15599, 0, 0, 1645, 989, 2366
32, 15699, 0, 0, 3243, 1689, 5068
32, 15799, 26, 0, 4917, 2159, 7924
32, 15899, 27.333333333333332, 0, 6618, 2966, 10416
32, 15999, 33, 0, 7978, 3763, 13259
33, 16099, 0, 0, 1823, 1358, 1819
33, 16199, 0, 0, 3656, 2690, 3654
33, 16299, 0, 0, 5618, 3604, 5778
33, 16399, 26.5, 0, 7296, 4575, 8129
33, 16499, 0, 0, 8824, 5780, 10396
34, 16599, 0, 0, 1779, 1400, 1821
34, 16699, 0, 0, 3159, 2728, 4113
34, 16799, 26, 0, 4616, 3830, 6554
34, 16899, 29.157894736842106, 0, 6175, 4778, 9047
34, 16999, 28.125, 0, 7682, 5464, 11854
35, 17099, 0, 0, 1754, 1396, 1850
35, 17199, 0, 0, 3417, 2477, 4106
35, 17299, 0, 0, 5018, 3710, 6272
35, 17399, 0, 0, 6396, 4589, 9015
35, 17499, 0, 0, 7662, 5143, 12195
36, 17599, 0, 0, 1662, 1156, 2182
36, 17699, 0, 0, 3126, 1930, 4944
36, 17799, 0, 0, 4888, 2579, 7533
36, 17899, 0, 0, 6520, 3148, 10332
36, 17999, 0, 0, 7895, 3914, 13191
37, 18099, 0, 0, 1886, 1436, 1678
37, 18199, 0, 0, 3167, 2527, 4306
37, 18299, 0, 0, 4774, 3354, 6872
37, 18399, 26, 0, 6249, 4052, 9699
37, 18499, 26, 0, 7792, 4490, 12718
38, 18599, 0, 0, 1878, 1017, 2105
38, 18699, 0, 0, 3475, 1919, 4606
38, 18799, 0, 0, 5193, 2708, 7099
38, 18899, 0, 0, 7470, 3554, 8976
38, 18999, 0, 0, 9794, 4309, 10897
39, 19099, 0, 0, 2191, 1152, 1657
39, 19199, 0, 0, 3497, 2341, 4162
39, 19299, 27, 0, 5018, 3288, 6694
39, 19399, 30.8, 0, 6286, 4079, 9635
39, 19499, 28, 0, 7212, 4910, 12878
40, 19599, 0, 0, 2066, 1072, 1862
40, 19699, 0, 0, 4203, 1822, 3975
40, 19799, 0, 0, 6295, 2576, 6129
40, 19899, 0, 0, 8041, 3351, 8608
40, 19999, 0, 0, 10007, 4080, 10913
41, 20099, 0, 0, 2285, 1047, 1668
41, 20199, 0, 0, 4103, 2221, 3676
41, 20299, 0, 0, 5589, 3322, 6089
41, 20399, 0, 0, 7096, 4234, 8670
41, 20499, 0, 0, 8816, 5028, 11156
42, 20599, 0, 0, 1967, 1051, 1982
42, 20699, 0, 0, 3849, 2025, 4126
42, 20799, 0, 0, 5553, 2848, 6599
42, 20899, 0, 0, 7096, 3547, 9357
42, 20999, 0, 0, 8655, 4149, 12196
43, 21099, 0, 0, 1778, 1319, 1903
43, 21199, 0, 0, 3599, 2362, 4039
43, 21299, 26, 0, 5695, 3340, 5965
43, 21399, 0, 0, 7812, 4318, 7870
43, 21499, 26, 0, 9641, 5368, 9991
44, 21599, 0, 0, 1988, 1127, 1885
44, 21699, 0, 0, 3773, 2145, 4082
44, 21799, 0, 0, 5075, 2961, 6964
44, 21899, 0, 0, 6414, 3516, 10070
44, 21999, 0, 0, 7808, 4027, 13165
45, 22099, 0, 0, 1488, 976, 2536
45, 22199, 0, 0, 2792, 1718, 5490
45, 22299, 0, 0, 4299, 2238, 8463
45, 22399, 0, 0, 5932, 2631, 11437
45, 22499, 0, 0, 7148, 3077, 14775
46, 22599, 0, 0, 1662, 1072, 2266
46, 22699, 0, 0, 3285, 2008, 4707
46, 22799, 0, 0, 5210, 2736, 7054
46, 22899, 0, 0, 7022, 3431, 9547
46, 22999, 0, 0, 8618, 4180, 12202
47, 23099, 0, 0, 1821, 1109, 2070
47, 23199, 0, 0, 3878, 1999, 4123
47, 23299, 0, 0, 5972, 2854, 6174
47, 23399, 0, 0, 8014, 3883, 8103
47, 23499, 0, 0, 9948, 5023, 10029
48, 23599, 0, 0, 2393, 933, 1674
48, 23699, 0, 0, 4649, 1630, 3721
48, 23799, 0, 0, 6534, 2493, 5973
48, 23899, 0, 0, 8363, 3280, 8357
48, 23999, 0, 0, 9999, 4144, 10857
49, 24099, 0, 0, 1740, 1215, 2045
49, 24199, 0, 0, 3147, 2198, 4655
49, 24299, 0, 0, 4400, 3338, 7262
49, 24399, 0, 0, 5706, 4335, 9959
49, 24499, 0, 0, 7201, 4995, 12804
50, 24599, 0, 0, 1887, 969, 2144
50, 24699, 0, 0, 3636, 1600, 4764
50, 24799, 0, 0, 5424, 2185, 7391
50, 24899, 0, 0, 7352, 2712, 9936
50, 24999, 0, 0, 8965, 3318, 12717
51, 25099, 0, 0, 1940, 917, 2143
51, 25199, 0, 0, 3504, 1951, 4545
51, 25299, 0, 0, 5016, 2808, 7176
51, 25399, 0, 0, 6383, 3838, 9779
51, 25499, 0, 0, 7702, 4932, 12366
52, 25599, 0, 0, 1984, 1061, 1955
52, 25699, 0, 0, 3843, 2031, 4126
52, 25799, 0, 0, 5569, 2848, 6583
52, 25899, 0, 0, 7239, 3445, 9316
52, 25999, 0, 0, 8774, 3994, 12232
53, 26099, 0, 0, 2059, 750, 2191
53, 26199, 27.333333333333332, 0, 4335, 1429, 4236
53, 26299, 29.4, 0, 6182, 2000, 6818
53, 26399, 27.307692307692307, 0, 7781, 2553, 9666
53, 26499, 0, 0, 9262, 3018, 12720
54, 26599, 0, 0, 1851, 879, 2270
54, 26699, 0, 0, 3362, 1845, 4793
54, 26799, 0, 0, 4743, 2669, 7588
54, 26899, 0, 0, 6116, 3396, 10488
54, 26999, 0, 0, 7464, 4100, 13436
55, 27099, 0, 0, 1835, 989, 2176
55, 27199, 0, 0, 3611, 1795, 4594
55, 27299, 0, 0, 5332, 2637, 7031
55, 27399, 0, 0, 7230, 3383, 9387
55, 27499, 0, 0, 9045, 4105, 11850
56, 27599, 0, 0, 1995, 982, 2023
56, 27699, 0, 0, 3644, 1999, 4357
56, 27799, 0, 0, 5405, 3099, 6496
56, 27899, 26, 0, 7297, 4151, 8552
56, 27999, 0, 0, 9489, 5094, 10417
57, 28099, 26, 0, 2381, 843, 1776
57, 28199, 27.5, 0, 4197, 1707, 4096
57, 28299, 29.266666666666666, 0, 5575, 2587, 6838
57, 28399, 28.3125, 0, 6893, 3618, 9489
57, 28499, 27.2, 0, 8288, 4646, 12066
58, 28599, 0, 0, 1986, 1110, 1904
58, 28699, 0, 0, 3849, 2378, 3773
58, 28799, 26, 0, 5723, 3588, 5689
58, 28899, 0, 0, 7592, 4819, 7589
58, 28999, 0, 0, 9327, 6027, 9646
59, 29099, 0, 0, 2201, 887, 1912
59, 29199, 0, 0, 4073, 1900, 4027
59, 29299, 0, 0, 5532, 3168, 6300
59, 29399, 0, 0, 7232, 4363, 8405
59, 29499, 0, 0, 9022, 5409, 10569
60, 29599, 0, 0, 1841, 923, 2236
60, 29699, 0, 0, 3459, 2067, 4474
60, 29799, 0, 0, 4988, 3162, 6850
60, 29899, 0, 0, 6514, 4118, 9368
60, 29999, 0, 0, 8033, 4990, 11977
61, 30099, 0, 0, 2051, 919, 2030
61, 30199, 0, 0, 4000, 1888, 4112
61, 30299, 0, 0, 5746, 2887, 6367
61, 30399, 0, 0, 7587, 3909, 8504
61, 30499, 0, 0, 9527, 4911, 10562
62, 30599, 0, 0, 2146, 898, 1956
62, 30699, 0, 0, 3924, 2086, 3990
62, 30799, 0, 0, 5551, 3160, 6289
62, 30899, 0, 0, 7271, 4105, 8624
62, 30999, 0, 0, 8991, 5106, 10903
63, 31099, 0, 0, 2098, 898, 2004
63, 31199, 0, 0, 3971, 1947, 4082
63, 31299, 0, 0, 5771, 3071, 6158
63, 31399, 0, 0, 7564, 4170, 8266
63, 31499, 0, 0, 9331, 5200, 10469
64, 31599, 0, 0, 2052, 828, 2120
64, 31699, 0, 0, 3388, 1902, 4710
64, 31799, 0, 0, 4551, 3024, 7425
64, 31899, 0, 0, 5638, 4221, 10141
64, 31999, 0, 0, 6792, 5417, 12791
65, 32099, 0, 0, 1501, 1115, 2384
65, 32199, 0, 0, 2676, 2321, 5003
65, 32299, 0, 0, 3676, 3554, 7770
65, 32399, 0, 0, 4896, 4593, 10511
65, 32499, 0, 0, 5965, 5676, 13359
66, 32599, 0, 0, 1620, 1038, 2342
66, 32699, 0, 0, 3092, 2171, 4737
66, 32799, 0, 0, 4749, 3276, 6975
66, 32899, 0, 0, 6378, 4378, 9244
66, 32999, 0, 0, 8009, 5418, 11573
67, 33099, 0, 0, 1488, 1209, 2303
67, 33199, 0, 0, 3245, 2254, 4501
67, 33299, 0, 0, 4996, 3476, 6528
67, 33399, 0, 0, 6759, 4614, 8627
67, 33499, 0, 0, 8446, 5725, 10829
68, 33599, 0, 0, 1770, 1113, 2117
68, 33699, 0, 0, 3380, 2173, 4447
68, 33799, 0, 0, 4921, 3219, 6860
68, 33899, 0, 0, 6504, 4264, 9232
68, 33999, 0, 0, 8148, 5216, 11636
69, 34099, 0, 0, 1851, 1209, 1940
69, 34199, 0, 0, 3481, 2288, 4231
69, 34299, 0, 0, 5120, 3325, 6555
69, 34399, 0, 0, 6871, 4397, 8732
69, 34499, 0, 0, 8532, 5364, 11104
70, 34599, 0, 0, 1754, 933, 2313
70, 34699, 0, 0, 3368, 1821, 4811
70, 34799, 0, 0, 4921, 2616, 7463
70, 34899, 0, 0, 6511, 3358, 10131
70, 34999, 0, 0, 8127, 4130, 12743
71, 35099, 0, 0, 1967, 643, 2390
71, 35199, 0, 0, 3655, 1353, 4992
71, 35299, 0, 0, 5392, 2053, 7555
71, 35399, 0, 0, 7234, 2701, 10065
71, 35499, 0, 0, 9048, 3377, 12575
72, 35599, 0, 0, 2019, 664, 2317
72, 35699, 0, 0, 4038, 1329, 4633
72, 35799, 0, 0, 6197, 1969, 6834
72, 35899, 0, 0, 8350, 2616, 9034
72, 35999, 0, 0, 10465, 3303, 11232
73, 36099, 0, 0, 2131, 732, 2137
73, 36199, 0, 0, 4050, 1428, 4522
73, 36299, 0, 0, 6068, 2089, 6843
73, 36399, 0, 0, 8160, 2746, 9094
73, 36499, 0, 0, 10086, 3424, 11490
74, 36599, 0, 0, 2073, 676, 2251
74, 36699, 0, 0, 4009, 1457, 4534
74, 36799, 0, 0, 5961, 2150, 6889
74, 36899, 0, 0, 7778, 2884, 9338
74, 36999, 0, 0, 9583, 3618, 11799
75, 37099, 0, 0, 2054, 825, 2121
75, 37199, 0, 0, 3874, 1750, 4376
75, 37299, 0, 0, 5680, 2644, 6676
75, 37399, 0, 0, 7484, 3540, 8976
75, 37499, 0, 0, 9263, 4439, 11298
76, 37599, 0, 0, 2067, 756, 2177
76, 37699, 0, 0, 4001, 1469, 4530
76, 37799, 0, 0, 5975, 2145, 6880
76, 37899, 0, 0, 7997, 2786, 9217
76, 37999, 0, 0, 10018, 3465, 11517
77, 38099, 0, 0, 2257, 692, 2051
77, 38199, 0, 0, 4345, 1387, 4268
77, 38299, 0, 0, 6420, 2025, 6555
77, 38399, 0, 0, 8483, 2782, 8735
77, 38499, 0, 0, 10235, 3624, 11141
78, 38599, 0, 0, 2172, 851, 1977
78, 38699, 0, 0, 3936, 1715, 4349
78, 38799, 0, 0, 5871, 2455, 6674
78, 38899, 0, 0, 7860, 3196, 8944
78, 38999, 0, 0, 9870, 4020, 11110
79, 39099, 0, 0, 2066, 905, 2029
79, 39199, 0, 0, 3856, 1893, 4251
79, 39299, 0, 0, 5773, 2884, 6343
79, 39399, 0, 0, 7772, 3769, 8459
79, 39499, 0, 0, 9861, 4650, 10489
80, 39599, 0, 0, 2374, 895, 1731
80, 39699, 0, 0, 4609, 1732, 3659
80, 39799, 0, 0, 6771, 2587, 5642
80, 39899, 0, 0, 8901, 3464, 7635
80, 39999, 0, 0, 11038, 4334, 9628
81, 40099, 0, 0, 2397, 1009, 1594
81, 40199, 0, 0, 4543, 1923, 3534
81, 40299, 0, 0, 6726, 2651, 5623
81, 40399, 0, 0, 8798, 3507, 7695
81, 40499, 0, 0, 10914, 4354, 9732
82, 40599, 0, 0, 2333, 995, 1672
82, 40699, 26, 0, 4726, 1830, 3444
82, 40799, 28, 0, 6848, 2641, 5511
82, 40899, 26, 0, 9142, 3304, 7554
82, 40999, 0, 0, 11336, 4000, 9664
83, 41099, 0, 0, 2271, 829, 1900
83, 41199, 0, 0, 4216, 1649, 4135
83, 41299, 0, 0, 6050, 2502, 6448
83, 41399, 0, 0, 7967, 3340, 8693
83, 41499, 0, 0, 9889, 4168, 10943
84, 41599, 0, 0, 2160, 1016, 1824
84, 41699, 0, 0, 4182, 1856, 3962
84, 41799, 0, 0, 6144, 2754, 6102
84, 41899, 0, 0, 8142, 3559, 8299
84, 41999, 0, 0, 10138, 4364, 10498
85, 42099, 0, 0, 2145, 1101, 1754
85, 42199, 0, 0, 4166, 1963, 3871
85, 42299, 0, 0, 6153, 2698, 6149
85, 42399, 0, 0, 8163, 3443, 8394
85, 42499, 0, 0, 10231, 4183, 10586
86, 42599, 0, 0, 2233, 919, 1848
86, 42699, 0, 0, 4320, 1627, 4053
86, 42799, 0, 0, 6429, 2380, 6191
86, 42899, 0, 0, 8516, 3219, 8265
86, 42999, 0, 0, 10685, 3970, 10345
87, 43099, 0, 0, 2434, 865, 1701
87, 43199, 0, 0, 4847, 1628, 3525
87, 43299, 0, 0, 7250, 2356, 5394
87, 43399, 0, 0, 9634, 3023, 7343
87, 43499, 0, 0, 11983, 3701, 9316
88, 43599, 0, 0, 2492, 951, 1557
88, 43699, 0, 0, 4791, 1832, 3377
88, 43799, 0, 0, 7204, 2638, 5158
88, 43899, 0, 0, 9663, 3431, 6906
88, 43999, 0, 0, 12189, 4141, 8670
89, 44099, 0, 0, 2738, 774, 1488
89, 44199, 0, 0, 5348, 1551, 3101
89, 44299, 0, 0, 7998, 2351, 4651
89, 44399, 0, 0, 10690, 3207, 6103
89, 44499, 0, 0, 13370, 4065, 7565
90, 44599, 0, 0, 2845, 928, 1227
90, 44699, 0, 0, 5547, 1782, 2671
90, 44799, 0, 0, 8290, 2477, 4233
90, 44899, 0, 0, 11069, 3163, 5768
90, 44999, 0, 0, 13869, 3832, 7299
91, 45099, 0, 0, 2672, 961, 1367
91, 45199, 0, 0, 5286, 1880, 2834
91, 45299, 0, 0, 8032, 2714, 4254
91, 45399, 0, 0, 10817, 3509, 5674
91, 45499, 0, 0, 13584, 4321, 7095
92, 45599, 0, 0, 2861, 878, 1261
92, 45699, 0, 0, 5641, 1691, 2668
92, 45799, 0, 0, 8422, 2502, 4076
92, 45899, 0, 0, 11206, 3316, 5478
92, 45999, 0, 0, 14010, 4108, 6882
93, 46099, 26.666666666666668, 0, 2897, 919, 1184
93, 46199, 26, 0, 5601, 1780, 2619
93, 46299, 28.727272727272727, 0, 7980, 2501, 4519
93, 46399, 28.642857142857142, 0, 10091, 3211, 6698
93, 46499, 28, 0, 12211, 3773, 9016
94, 46599, 0, 0, 2933, 731, 1336
94, 46699, 0, 0, 5801, 1473, 2726
94, 46799, 0, 0, 8657, 2254, 4089
94, 46899, 0, 0, 11586, 2962, 5452
94, 46999, 0, 0, 14503, 3681, 6816
95, 47099, 0, 0, 2978, 942, 1080
95, 47199, 0, 0, 5727, 1959, 2314
95, 47299, 0, 0, 8681, 2810, 3509
95, 47399, 0, 0, 11618, 3645, 4737
95, 47499, 0, 0, 14581, 4481, 5938
96, 47599, 0, 0, 3105, 777, 1118
96, 47699, 0, 0, 6097, 1616, 2287
96, 47799, 26, 0, 9119, 2391, 3490
96, 47899, 26, 0, 12124, 3167, 4709
96, 47999, 26, 0, 15158, 3996, 5846
97, 48099, 0, 0, 2961, 813, 1226
97, 48199, 0, 0, 5700, 1736, 2564
97, 48299, 0, 0, 8349, 2592, 4059
97, 48399, 0, 0, 10882, 3490, 5628
97, 48499, 0, 0, 13438, 4432, 7130
98, 48599, 0, 0, 2631, 988, 1381
98, 48699, 0, 0, 4971, 2124, 2905
98, 48799, 0, 0, 7319, 3243, 4438
98, 48899, 0, 0, 9676, 4264, 6060
98, 48999, 0, 0, 12035, 5279, 7686
99, 49099, 0, 0, 2647, 778, 1575
99, 49199, 0, 0, 5016, 1637, 3347
99, 49299, 0, 0, 7299, 2580, 5121
99, 49399, 0, 0, 9640, 3465, 6895
99, 49499, 0, 0, 11925, 4371, 8704
100, 49599, 0, 0, 2554, 642, 1804
100, 49699, 0, 0, 4794, 1479, 3727
100, 49799, 0, 0, 6940, 2388, 5672
100, 49899, 0, 0, 9072, 3292, 7636
100, 49999, 0, 0, 11129, 4262, 9609
101, 50099, 0, 0, 2535, 754, 1711
101, 50199, 0, 0, 4608, 1667, 3725
101, 50299, 0, 0, 6655, 2602, 5743
101, 50399, 0, 0, 8692, 3547, 7761
101, 50499, 0, 0, 10747, 4478, 9775
102, 50599, 0, 0, 2361, 849, 1790
102, 50699, 0, 0, 4411, 1847, 3742
102, 50799, 0, 0, 6559, 2689, 5752
102, 50899, 0, 0, 8763, 3576, 7661
102, 50999, 0, 0, 11003, 4460, 9537
103, 51099, 0, 0, 2552, 754, 1694
103, 51199, 0, 0, 4776, 1661, 3563
103, 51299, 0, 0, 7014, 2554, 5432
103, 51399, 0, 0, 9237, 3461, 7302
103, 51499, 0, 0, 11491, 4338, 9171
104, 51599, 0, 0, 2603, 773, 1624
104, 51699, 0, 0, 4939, 1680, 3381
104, 51799, 0, 0, 7275, 2599, 5126
104, 51899, 0, 0, 9645, 3527, 6828
104, 51999, 0, 0, 12020, 4452, 8528
105, 52099, 0, 0, 2575, 858, 1567
105, 52199, 0, 0, 5033, 1820, 3147
105, 52299, 0, 0, 7559, 2725, 4716
105, 52399, 0, 0, 10095, 3618, 6287
105, 52499, 0, 0, 12626, 4526, 7848
106, 52599, 0, 0, 2709, 834, 1457
106, 52699, 0, 0, 5191, 1772, 3037
106, 52799, 0, 0, 7665, 2784, 4551
106, 52899, 0, 0, 10088, 3847, 6065
106, 52999, 0, 0, 12517, 4818, 7665
107, 53099, 0, 0, 2679, 886, 1435
107, 53199, 0, 0, 5141, 1857, 3002
107, 53299, 0, 0, 7635, 2834, 4531
107, 53399, 0, 0, 10115, 3820, 6065
107, 53499, 0, 0, 12613, 4846, 7541
108, 53599, 0, 0, 2866, 851, 1283
108, 53699, 0, 0, 5608, 1692, 2700
108, 53799, 0, 0, 8175, 2613, 4212
108, 53899, 0, 0, 10769, 3506, 5725
108, 53999, 0, 0, 13344, 4410, 7246
109, 54099, 0, 0, 2731, 809, 1460
109, 54199, 0, 0, 5249, 1642, 3109
109, 54299, 0, 0, 7731, 2470, 4799
109, 54399, 0, 0, 10057, 3329, 6614
109, 54499, 0, 0, 12365, 4217, 8418
110, 54599, 0, 0, 2553, 897, 1550
